170357537,4.330127018922194,1520000.0,1517300.0,1524600.0,1535600.0,1543200.0,1546800.0,1547300.0,1565400.0,1565400.0,1565400.0,1565400.0,1565400.0,12
24007883,4.330127018922194,323100.0,315200.0,308600.0,314500.0,286300.0,294700.0,299500.0,292600.0,297000.0,289400.0,286700.0,278300.0,12
24007876,4.330127018922194,182600.0,148700.0,147100.0,145900.0,144800.0,143700.0,137500.0,107800.0,108200.0,107500.0,117400.0,114200.0,12
24001571,4.330127018922194,259600.0,254100.0,254200.0,259800.0,263900.0,256500.0,253100.0,257800.0,255800.0,256700.0,246000.0,239700.0,12
24007788,4.330127018922194,180100.0,176900.0,174200.0,174700.0,173500.0,174000.0,173600.0,171300.0,174500.0,172000.0,166300.0,162800.0,12
24007933,4.330127018922194,252500.0,252800.0,254100.0,255600.0,256800.0,248300.0,246900.0,243700.0,252900.0,251600.0,234200.0,226700.0,12
170527369,4.330127018922194,112400.0,147800.0,145400.0,191200.0,207100.0,193000.0,191800.0,189700.0,191900.0,174200.0,245400.0,240300.0,12
24007833,4.330127018922194,1380700.0,1377000.0,1383200.0,1391500.0,1396500.0,1399800.0,1398400.0,1414400.0,1414400.0,1414400.0,1414400.0,1414400.0,12
24007778,4.330127018922194,1351500.0,1347900.0,1353900.0,1361900.0,1366800.0,1370000.0,1368600.0,1386000.0,1386000.0,1386000.0,1386000.0,1386000.0,12
170357554,4.330127018922194,342500.0,335100.0,329800.0,331000.0,344100.0,326200.0,319300.0,334000.0,322300.0,324500.0,316400.0,299100.0,12
170357549,4.330127018922194,161200.0,215400.0,210700.0,216000.0,220500.0,220700.0,221700.0,218500.0,218300.0,220900.0,200500.0,197400.0,12
24008097,4.330127018922194,1592000.0,1569900.0,1586700.0,1615900.0,1615900.0,1615900.0,836800.0,831400.0,827600.0,825200.0,1437100.0,1458200.0,12
24000510,4.330127018922194,257700.0,256300.0,251400.0,269900.0,265300.0,298400.0,308900.0,283100.0,302800.0,308500.0,290900.0,292800.0,12
170488885,4.330127018922194,387600.0,397900.0,398200.0,401700.0,401100.0,425900.0,425900.0,466400.0,386200.0,385500.0,383800.0,373100.0,12
24007862,4.330127018922194,523400.0,519800.0,385600.0,385600.0,385600.0,385600.0,385600.0,385600.0,385600.0,385600.0,385600.0,385600.0,12
170588308,4.330127018922194,221900.0,213900.0,245700.0,242300.0,247800.0,214100.0,253400.0,216600.0,228700.0,163900.0,306700.0,322500.0,12
170589271,4.330127018922194,173700.0,170200.0,185400.0,184900.0,186000.0,188900.0,189800.0,190500.0,188000.0,191600.0,191700.0,80200.0,12
170570658,4.330127018922194,390200.0,392100.0,392900.0,392300.0,389000.0,364000.0,361200.0,356800.0,409600.0,290600.0,353600.0,351900.0,12
24007898,4.330127018922194,74700.0,74600.0,73300.0,80100.0,81100.0,79700.0,83100.0,83100.0,80600.0,75500.0,99300.0,87700.0,12
170586996,4.330127018922194,161000.0,160500.0,158700.0,159000.0,170300.0,170900.0,152000.0,148100.0,148600.0,147700.0,146500.0,147800.0,12
170586351,4.330127018922194,186600.0,186800.0,188100.0,188700.0,189400.0,189000.0,177400.0,175800.0,177800.0,168700.0,158800.0,154500.0,12
170578230,4.330127018922194,479900.0,480400.0,479200.0,502200.0,506600.0,394000.0,429800.0,424300.0,427800.0,419600.0,409300.0,401300.0,12
170578231,4.330127018922194,3703300.0,3707000.0,3748100.0,3733300.0,3746700.0,3778300.0,3195700.0,3234800.0,3406500.0,3406500.0,3406500.0,3406500.0,12
170579726,-4.330127018922193,38500.0,38500.0,38500.0,38500.0,38500.0,38500.0,38500.0,38500.0,38500.0,38500.0,38500.0,38500.0,12
170580656,4.330127018922194,288600.0,284200.0,275900.0,277000.0,287900.0,285900.0,285300.0,281000.0,280000.0,281200.0,277000.0,272500.0,12
170604371,4.330127018922194,138300.0,137800.0,136400.0,140900.0,139800.0,153800.0,153500.0,126200.0,124200.0,124000.0,115100.0,113000.0,12
170603357,4.330127018922194,437500.0,434800.0,436300.0,438200.0,440100.0,440300.0,437800.0,452100.0,467000.0,462900.0,383800.0,411300.0,12
170602505,4.330127018922194,806300.0,847900.0,849100.0,850500.0,855600.0,861600.0,715600.0,734400.0,737300.0,706700.0,455800.0,449500.0,12
170605187,4.330127018922194,1596700.0,1594500.0,1589600.0,1593400.0,1611200.0,1756300.0,1700500.0,1467400.0,1462800.0,1451500.0,1440800.0,1437800.0,12
170609242,4.330127018922194,184600.0,195300.0,195900.0,194800.0,218000.0,220000.0,216700.0,216400.0,209400.0,212100.0,206600.0,199100.0,12
170609016,4.330127018922194,274900.0,273600.0,271100.0,301800.0,303600.0,281700.0,279000.0,282000.0,273300.0,279600.0,271600.0,265600.0,12
170591039,4.330127018922194,521500.0,513900.0,523100.0,553200.0,556300.0,471900.0,474200.0,471300.0,471500.0,461900.0,442400.0,434300.0,12
170613309,4.330127018922194,421600.0,416700.0,441400.0,443100.0,445300.0,392500.0,390000.0,386200.0,370200.0,368500.0,387300.0,379200.0,12
24002616,4.330127018922194,652600.0,630700.0,626900.0,620100.0,663300.0,638600.0,634700.0,639100.0,617500.0,612700.0,604600.0,606100.0,12
170608536,4.330127018922194,158500.0,160300.0,170100.0,168800.0,148500.0,160700.0,147200.0,147800.0,142500.0,143500.0,138000.0,135800.0,12
170598171,4.330127018922194,402700.0,391600.0,388200.0,393700.0,391600.0,391800.0,399100.0,397600.0,409300.0,399100.0,394100.0,382000.0,12
