Image,MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
https://smartmls-assets.cdn-connectmls.com/pics/1532BA89207973C4E0631401100A71AD/HD_1712162389244_exterior2.JPEG,24006647,"781  Heritage Vlg. , Unit# B",Southbury,NEW,04/03/2024,CO,,1365,1365,5,2,1/1,"1 Car Garage, Detached Garage",1972,5,"Bocci Court, Club House, Exercise Room/Health Club, Gardening Area, Golf Course, Pool, Tennis Courts",113760,,379999,2560,Condo-55+,,,670,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Library, Medical Facilities, Shopping/Mall, Tennis Courts",Yes,Yes,"Pond, Walk to Water",,Zoned,"Heat Pump, Zoned",Electric,,Patio,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/1532BA89207973C4E0631401100A71AD/HD_1712165199707_IMG_4279.JPEG,170625243,403  Nott St.,Wethersfield,NEW,04/06/2024,,0.17,1203,1203,5,2,1/0,"1 Car Garage, 3 Total Spaces, Detached Garage, Paved, Off Street Parking, Driveway",1935,2,,125880,Private,275000,5259,B,,"Storm Doors, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,"Park, Public Rec Facilities",No,No,,,Window Unit,Hot Water,Oil,,"Shed, Gutters",,,,
https://smartmls-assets.cdn-connectmls.com/pics/1545C6BE1729BC95E0631401100ACCF5/HD_1712241096043_IMG_0265.JPEG,24001005,"2  Thompson Rd. , Unit# APT D",Manchester,ACTV,03/02/2024,CO,,952,952,4,2,1/1,"0 Car Garage, None",1969,38,,47300,,149900,1760,Residential,,,280,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,Wall Unit,"Baseboard, Hot Water",Other,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/154926B1C0EE2D29E0631401100AA074/HD_1712259985408_1_FINAL_DSC4214__1__EDIT.JPEG,24006307,200  Oldfield Rd.,Fairfield,NEW,04/08/2024,,0.12,1102,1102,9,2,2/0,"1 Car Garage, Detached Garage",1939,0,,322350,,824999,8868,A,,,,No,,No,Fairfield Ludlowe,Riverfield,,No,No,,,Central Air,Hot Air,Natural Gas,,,Roger Ludlowe,,,
https://smartmls-assets.cdn-connectmls.com/pics/EAD940872999C217E053D501100A9260/HD_1665604739080_170498876_1.JPEG,24008334,"1  Gold St. , Unit# APT 12D",Hartford,NEW,04/04/2024,CO,,794,794,3,1,1/0,"1 Car Garage, Parking Garage",1969,4,"Elevator, Guest Parking, Security Services",45386,,188000,3129,DT-2,,,786,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Library, Medical Facilities, Park, Public Transportation, Walk to Bus Lines",No,No,Not Applicable,,Central Air,Steam,Geothermal,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FCCB9AC4EFBBD71E063D501100A186D/HD_1706229100899_170502721_1.JPEG,170625784,41  Herman Ave.,Darien,ACTV,02/21/2024,,0.46,7129,6229,16,6,5/1,"2 Car Garage, 5 Total Spaces, Attached Garage, Driveway, Paved",2023,47,,533540,"Private, Asphalt",3499000,9396,R13,,,,No,,No,Per Board of Ed,Per Board of Ed,Shopping/Mall,No,No,Not Applicable,,Central Air,"Hot Air, Radiant",Propane,,"Balcony, French Doors, Gutters, Lighting, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/155ACB1BE039B311E0631401100ACF3F/HD_1712335767136_IMG_9570.JPEG,24005294,"81  Main St. , Unit# 45C",Branford,NEW,04/04/2024,CO,,1200,1200,5,2,1/1,"0 Car Garage, None",1986,4,,96700,,289000,2890,Per Town,,,320,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,"Gas on Gas, Hot Air",Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/154D20438841C8BCE0631401100A45C6/HD_1712320865619_171_Kimberly__28_of_34_.JPEG,170625929,19  October Dr.,Weston,ACTV,02/21/2024,,2.16,3082,3082,7,3,3/0,"2 Car Garage, Under House Garage",1966,47,,369750,Crushed Stone,1454454,12224,R,,,,No,,No,Weston,Hurlbutt,"Golf Course, Library, Park, Playground/Tot Lot, Public Rec Facilities, Tennis Courts",No,No,Not Applicable,,Central Air,Hot Air,Propane,,"Deck, Patio",Weston,,,
https://smartmls-assets.cdn-connectmls.com/pics/159998B4DD99EED1E063D501100A7325/HD_1712602366486_IMG_1825.JPEG,24006694,"150  Gillies Ln. , Unit# 150",Norwalk,NEW,04/05/2024,CO,,1662,1662,4,2,2/0,"2 Car Garage, Tandem, Detached Garage",1972,3,Pool,213970,,489000,5342,B,,,547,Yes,Monthly,No,Brien McMahon,Fox Run,"Golf Course, Health Club, Library, Medical Facilities, Public Transportation, Shopping/Mall",Yes,Yes,River,,Central Air,Hot Air,Electric,,Balcony,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/E182D1830AC9364DE053D501100AE894/HD_1655324238961_170500566_1.JPEG,170621480,39  Byrnes Ave.,Litchfield,ACTV,03/09/2024,,2.11,3602,3602,9,5,2/1,"2 Car Garage, Detached Garage",1950,65,None,317040,Private,675000,8465,5,,,,No,,Yes,Litchfield,Center,"Golf Course, Health Club, Lake",Yes,No,Not Applicable,03/09/2024,Central Air,Baseboard,Oil,,"Balcony, French Doors, Gazebo, Patio, Porch",,"Pool House, In Ground Pool, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/12DA2ACB7178EFD8E063D501100A8A78/HD_1709582927059_340_New_London_Tpk_6.JPEG,24004461,"71  Strawberry Hill Ave. , Unit# 1111",Stamford,ACTV,04/03/2024,CO,,725,725,3,1,1/0,"1 Car Garage, 1 Total Spaces, Parking Garage, Paved",1959,17,"Elevator, Private Rec Facilities, Pool",,,245000,,RH,,,616,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,,,Wall Unit,Hot Water,Natural Gas,,,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/1532BA89207973C4E0631401100A71AD/HD_1712161816606_exterior1.JPEG,170626618,12  Lake Dr. N.,New Fairfield,ACTV,04/02/2024,,0.3,1838,1422,7,2,3/0,"2 Car Garage, Attached Garage, Driveway, Paved",1969,38,"Basketball Court, Bocci Court, Club House, Paddle Tennis, Playground/Tot Lot, Tennis Courts",264300,"Private, Paved",750000,9224,1,,,,No,,No,New Fairfield,Consolidated,,No,No,"Lake, Access, Beach, View",04/02/2024,"Central Air, Heat Pump","Hot Air, Zoned",Oil,Meeting House,Patio,New Fairfield,,,
https://smartmls-assets.cdn-connectmls.com/pics/E28307AEA87D4769E053D501100AE051/HD_1656436385491_170504263_1.JPEG,24003313,"38  Churchill Way. , Unit# 38",Newington,ACTV,03/29/2024,CO,,1106,1106,5,2,1/1,"1 Car Garage, 2 Total Spaces, Under House Garage, Paved, Assigned Parking",1975,21,,100270,,225000,3846,RP,,,383.61,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Commuter Bus, Library, Park, Playground/Tot Lot, Shopping/Mall",Yes,Yes,Pond,03/29/2024,Window Unit,Hot Water,Natural Gas,,,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/E5494459FC0D3B36E0531401100A18D9/HD_1659486534553_170506779_1.JPEG,170625697,151  Sun Dance Rd.,Stamford,ACTV,02/26/2024,,0.42,2708,2708,9,4,2/1,"2 Car Garage, Attached Garage",1964,42,,501530,"Private, Paved",840000,12468,R20,,,,No,,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Commuter Bus, Golf Course, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Beach Rights,,Central Air,Hot Air,Natural Gas,,"Balcony, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FCCB9AC4EFBBD71E063D501100A186D/HD_1706229127882_170502731_1.JPEG,24003640,"191  Oldefield Farms Rd. , Unit# 191",Enfield,NEW,04/05/2024,CO,,1874,1701,7,2,2/0,"2 Car Garage, Detached Garage",1985,3,,151300,,349900,5078,R44,,"Fireplace Insert, Ridge Vents, Storm Doors, Thermopane Windows",355,Yes,Monthly,No,Enfield,Hazardville,"Library, Medical Facilities, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,Eli Whitney,"Underground Utilities, Awnings, Deck, Gutters, Lighting, Underground Sprinkler",J. F. Kennedy,,,
https://smartmls-assets.cdn-connectmls.com/pics/E07843EAF6A4648EE053D501100AFB61/HD_1654194478633_170492091_1.JPEG,170620981,217  Deercliff Rd.,Avon,ACTV,02/14/2024,,4.88,9599,9599,10,5,6/1,"4 Car Garage, Attached Garage",2004,54,,1871010,Paved,3100000,66215,RU2A,,,,No,,No,Avon,Pine Grove,"Golf Course, Health Club, Library, Medical Facilities, Private School(s), Shopping/Mall",No,No,Not Applicable,,Central Air,"Heat Pump, Hydro Air",Oil,Thompson,"Covered Deck, French Doors, Hot Tub, Patio",Avon,Spa,,
https://smartmls-assets.cdn-connectmls.com/pics/DFF0486D2F8A3966E053D501100AA2B4/HD_1653602454935_170494847_1.JPEG,24001007,"24  Thompson Rd. , Unit# APT F",Manchester,ACTV,03/02/2024,CO,,952,952,4,2,1/1,"0 Car Garage, None",1969,38,,47300,,149900,1760,Residential,,,280,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,Wall Unit,"Baseboard, Hot Water",Other,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/E09061F8260C1766E0531401100A6E4A/HD_1654281906952_170494928_1.JPEG,170621754,99  Cove Rd.,Stonington,NEW,04/03/2024,,1.68,2200,2200,6,3,2/1,"2 Car Garage, Detached Garage",1910,5,,401400,,1150000,7426,RA-40,,,,No,,No,Stonington,Deans Mill,"Golf Course, Library, Medical Facilities, Park, Shopping/Mall, Stables/Riding",No,No,Not Applicable,,"Split System, Wall Unit","Baseboard, Hot Water, Wood/Coal Stove","Electric, Oil, Wood",,"Porch-Enclosed, Shed, Awnings, Porch, Patio",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/E5494459FC0D3B36E0531401100A18D9/HD_1659486228800_170506742_1.JPEG,24001822,9  Juniper Meadow Rd.,Washington,EXPD,04/09/2024,CO,,1286,1286,4,2,2/0,"1 Car Garage, Attached Garage",1973,0,,130200,,585000,1855,RESIDENTIAL,,,448,Yes,Monthly,No,Shepaug,Washington,"Golf Course, Health Club, Lake, Library, Medical Facilities, Park, Private School(s), Public Pool",No,No,,,Central Air,Gas on Gas,,Regional District 12,Deck,,,,
https://smartmls-assets.cdn-connectmls.com/pics/FFD804D29578DCD5E0531401100A7824/HD_1688688916232_170500814_1.JPEG,24000414,25 W. Shore Dr.,Bethlehem,ACTV,03/01/2024,,0.75,1133,1133,3,1,1/0,None,1955,39,,115700,,355000,3181,R-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,Central Air,Other,,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/04DBB9AFC380A8AAE063D501100A4833/HD_1694187773144_170596575_1.JPEG,24002625,"365  Woodford Ave. , Unit# APT 19",Plainville,ACTV,04/03/2024,CO,,864,864,4,1,1/0,"1 Car Garage, 2 Total Spaces, Under House Garage, Paved, Parking Lot",1997,11,Guest Parking,74200,,209000,,GC,,,225.42,Yes,Monthly,No,Plainville,Per Board of Ed,Shopping/Mall,No,Yes,"Pond, View",04/03/2024,Central Air,Hot Air,Natural Gas,,"Balcony, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/DF72F902FB453789E053D501100ACF08/P_1653057198923_170493013_1.JPEG,24001634,17  Deer Run Rd.,Middlebury,ACTV,03/05/2024,,1.27,2700,2700,8,4,2/1,"2 Car Garage, Under House Garage",2024,35,,34700,,779900,1085,R40,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,Central Air,Hot Air,Propane,Per Board of Ed,Deck,Memorial,,,
https://smartmls-assets.cdn-connectmls.com/pics/1535E17A7A6380E4E0631401100A956C/HD_1712170061301_91ChaffeevilleRdPic1.JPEG,24006082,"18  Prospect Ave. , Unit# APT A8",Norwalk,NEW,03/30/2024,CO,,572,572,3,1,1/0,"0 Car Garage, 1 Total Spaces, None, Assigned Parking",1967,9,,88540,,279900,2204,D,,,329,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,Wall Unit,Hot Water,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/15391769C9B888E8E0631401100A5D8E/HD_1712199359616_IMG_5016_copy.JPEG,170624798,11  Apache Trl.,Westport,ACTV,03/15/2024,,2.06,4785,3924,13,6,4/1,"2 Car Garage, Attached Garage",1972,41,,711500,Paved,1675000,13056,AAA,,"Generator, Programmable Thermostat",,No,,No,Staples,Coleytown,"Golf Course, Health Club, Library, Medical Facilities, Playground/Tot Lot, Public Rec Facilities, Tennis Courts",No,No,Beach Rights,,Central Air,Hot Air,Oil,,"Deck, Lighting, Patio, Porch, Porch-Heated, Shed",Coleytown,,,
https://smartmls-assets.cdn-connectmls.com/pics/FD9599EC46D0AA6AE053D501100A6B5E/HD_1686230288252_170568794_1.JPEG,24006771,"65  Kohanza St. , Unit# 65",Danbury,NEW,04/02/2024,CO,,960,960,5,2,1/0,"0 Car Garage, 1 Total Spaces, None, Off Street Parking, Assigned Parking",1949,10,,105630,,249900,2464,RM12,,Thermopane Windows,240,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,,,Window Unit,Baseboard,Electric,Per Board of Ed,"Sidewalk, Gutters",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/026F71B571ED0C5DE063D501100A8BD6/HD_1691536076652_170589833_1.JPEG,170626224,98  Twin Brook Rd.,Hamden,ACTV,02/23/2024,,0.19,1152,1152,6,4,1/0,"1 Car Garage, Detached Garage",1951,45,,120190,,300000,6776,R4,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,Central Air,Gas on Gas,,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/011C88E17435F525E0631401100A9E37/HD_1690123368325_170585124_1.JPEG,24005430,"1700  Broadbridge Ave. , Unit# C35",Stratford,ACTV,03/22/2024,CO,,668,668,3,1,1/0,"0 Car Garage, None",1966,18,"Elevator, Exercise Room/Health Club, Guest Parking, Paddle Tennis",49000,,170000,1970,E-13,,,195,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,Wall Unit,Baseboard,Electric,Per Board of Ed,,Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/FDA9E53214CBF9EFE0531401100A5CA2/HD_1686312495999_170576198_1.JPEG,170626341,52  Burgess St.,East Haven,NEW,03/28/2024,,0.23,960,960,5,3,1/0,None,1935,11,,123480,,350000,3853,R-1,,"Active Solar, Storm Doors, Storm Windows, Thermopane Windows",,No,,No,East Haven,Per Board of Ed,,No,No,,,Central Air,Hot Air,Natural Gas,,"Deck, Gutters, Covered Deck",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F1B96CBA5F40B7DE0631401100ACBB2/HD_1705506481870_170562166_1.JPEG,24004787,"100  York St. , Unit# 14E",New Haven,NEW,04/05/2024,CP,,828,828,4,2,2/0,"0 Car Garage, None",1958,3,,0,,164900,0,RM2,,,1655,Yes,Monthly,No,Wilbur Cross,Per Board of Ed,,No,No,Not Applicable,,Wall Unit,Heat Pump,Bottle Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/FDC89035A6C01142E0531401100A4FE1/HD_1686424712727_170576092_1.JPEG,170620567,39  Doris Dr.,Monroe,ACTV,01/24/2024,,1.02,2320,2320,7,3,2/1,"2 Car Garage, Attached Garage",2024,75,,999999,Paved,719900,9999,RF1,,,,No,,No,Masuk,Per Board of Ed,"Golf Course, Health Club, Public Pool, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,Propane,,Deck,,,,
https://smartmls-assets.cdn-connectmls.com/pics/FC0B3A8602261892E0531401100A458C/HD_1684502897510_170570700_1.JPEG,24006418,"2  West Ave. , Unit# APT 9",Norwalk,NEW - OUR,04/08/2024,CO,,1120,1120,4,2,1/1,"0 Car Garage, 2 Total Spaces, None, Parking Lot, Assigned Parking",1985,9,,157990,,419999,3932,D,,,419,Yes,Monthly,No,Brien McMahon,Jefferson,"Health Club, Library, Medical Facilities, Park, Public Transportation, Shopping/Mall, Tennis Courts, Walk to Bus Lines",No,No,,,Central Air,Hot Air,Electric,Per Board of Ed,"Balcony, Lighting",Ponus Ridge,,,
https://smartmls-assets.cdn-connectmls.com/pics/FFEA9CA99D7F2995E0531401100ADA42/HD_1688761214216_170577656_1.JPEG,24002737,4  Fara Dr.,Stamford,ACTV,03/16/2024,,0.24,1589,1589,6,3,1/1,"1 Car Garage, Attached Garage",1940,24,,418810,,689000,10412,R10,,,,No,,No,Stamford,Newfield,"Park, Public Rec Facilities, Public Transportation, Shopping/Mall",No,No,,,Central Air,Radiator,Oil,,Shed,Rippowam,,,
https://smartmls-assets.cdn-connectmls.com/pics/FD15F94B18FFFFC2E0531401100AEE93/HD_1685648343983_170574313_1.JPEG,24005752,"882 N. Colony Rd. , Unit# APT 2",Meriden,NEW,04/08/2024,CO,,1056,1056,5,2,2/1,"1 Car Garage, 2 Total Spaces, Under House Garage, Paved",1987,0,,85050,,215000,2959,Per town,,,317,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,Central Air,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0C6824D4D4D689ACE063D501100AB87F/P_1702509757408_170577499_1.JPEG,170622648,152  Thayer Rd.,Haddam,ACTV,04/03/2024,,0.83,650,650,4,1,1/0,"0 Car Garage, None",1939,44,,101970,,229900,3454,R-1,,,,No,,No,Haddam-Killingworth,Burr District,,No,No,,02/16/2024,None,Radiator,Oil,,"Shed, Patio",Haddam-Killingworth,,,
https://smartmls-assets.cdn-connectmls.com/pics/12741215338775F6E0631401100A8688/HD_1709141760107_02_1a_copy.JPEG,24001318,"95  South Ridge Ln. , Unit# AGL2",Berlin,ACTV,04/03/2024,CO,,1328,1328,5,2,2/0,"1 Car Garage, 2 Total Spaces, Detached Garage, Paved",2013,35,,189000,,294900,5600,res,,"Energy Star Rated, Thermopane Windows",350,Yes,Monthly,No,Berlin,Per Board of Ed,,No,No,,04/03/2024,Central Air,Hot Air,Natural Gas,,"Balcony, Breezeway, Awnings, Lighting, Covered Deck",,,,
https://smartmls-assets.cdn-connectmls.com/pics/00B7DA137C5CEB17E0631401100A14B3/HD_1689651353883_170585087_1.JPEG,170620203,65  Beelzebub Rd.,South Windsor,ACTV,03/19/2024,,0.72,1344,1344,7,3,2/1,"1 Car Garage, 4 Total Spaces, Attached Garage, Paved, Driveway",1957,51,,214700,Paved,450000,7115,RR,,"Storm Doors, Storm Windows",,No,,No,South Windsor,Per Board of Ed,"Basketball Court, Commuter Bus, Library, Medical Facilities, Park, Public Pool, Shopping/Mall",No,No,,03/19/2024,Ceiling Fans,Baseboard,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FAA51B21DBC12CAE0631401100A104D/HD_1706110203400_170589254_1.JPEG,24005419,"2  Branch Rd. , Unit# APT 1B",Thomaston,ACTV,04/02/2024,CO,,960,960,4,2,1/1,"0 Car Garage, 2 Total Spaces, None, Driveway",1985,10,,61530,,179000,2069,RA15,,,145,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Lake, Library, Park, Public Transportation",No,No,,,"Ceiling Fans, Wall Unit","Baseboard, Hot Air",Electric,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/025D1CF77E142027E063D501100A63A7/HD_1691502710072_170589498_1.JPEG,170618264,39  Trumbull Rd.,Waterford,ACTV,01/21/2024,,0.43,1650,1650,7,3,2/1,"2 Car Garage, Attached Garage",2024,80,,77360,"Private, Paved, Asphalt",679000,1640,R-20,,,50,Yes,Annually,No,Waterford,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Public Rec Facilities, Shopping/Mall",No,No,"Access, View",,Central Air,Hot Air,Propane,,,Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/002504F9379301FDE0631401100A44DB/HD_1689012130475_170583407_1.JPEG,24003510,"187  Flax Hill Rd. , Unit# APT A1",Norwalk,ACTV,04/03/2024,CO,,792,792,3,1,1/0,"0 Car Garage, 1 Total Spaces, None, Assigned Parking",1980,26,,115540,,280000,2876,D,,,227,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,03/23/2024,Wall Unit,Baseboard,Electric,Per Board of Ed,Garden Area,Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/0C6824D4D4D689ACE063D501100AB87F/HD_1702490382996_170569407_1.JPEG,170618212,159  Iron St.,Ledyard,ACTV,01/10/2024,,0.4,598,598,4,2,1/0,"0 Car Garage, Off Street Parking",1940,88,,98350,,179900,3399,R40,,,,No,,No,Ledyard,Per Board of Ed,,No,No,Not Applicable,02/15/2024,Zoned,Hot Air,Bottle Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/104327EBC4FC2872E0631401100A3445/HD_1706737103230_170571969_1.JPEG,24007487,"26  Fiddlehead Dr. , Unit# 26",New Milford,NEW,04/02/2024,CO,,1543,1543,4,1,1/2,"1 Car Garage, 2 Total Spaces, Attached Garage, Paved, Driveway",2016,6,,168700,,349900,4889,AAC,,,300,Yes,Monthly,No,New Milford,Per Board of Ed,,No,No,,,Central Air,Hot Air,"Electric, Natural Gas",Sarah Noble,"Porch, Patio",Schaghticoke,,,
https://smartmls-assets.cdn-connectmls.com/pics/011557B8AD4A1219E0631401100A39DC/HD_1690045201015_170583624_1.JPEG,170620836,24  Marine Ct.,Bristol,ACTV,04/04/2024,,2.47,2808,2808,8,4,2/1,"2 Car Garage, Attached Garage",2015,70,,328160,,525000,9960,R-10,,,,No,,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,03/04/2024,Central Air,Hot Air,Propane,,Patio,,Above Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/FB813CD489035E26E0531401100ACEBC/HD_1683913833476_170569030_1.JPEG,24005945,"2625  Park Ave. , Unit# 14H",Bridgeport,ACTV,03/25/2024,CO,,571,571,1,0,1/0,"1 Car Garage, Parking Garage",1964,15,"Exercise Room/Health Club, Pool, Tennis Courts",55310,,149000,2403,Residential,,,404,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,,,"Central Air, Wall Unit",Hot Water,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/FB7EEDD341E82F70E0531401100A246C/HD_1683898891011_170569579_1.JPEG,170622071,655 W. Hill Rd.,Stamford,ACTV,02/08/2024,,1.33,2044,2044,8,4,3/0,"3 Car Garage, Attached Garage",1985,59,,622200,"Private, Paved",1325000,15219,RA1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/13/2024,"Ceiling Fans, Central Air",Baseboard,Oil,,"Deck, Gutters, Lighting, Patio, Shed, Underground Sprinkler",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/FB5B83B658561F77E053D501100A12FB/HD_1683742683188_170568844_1.JPEG,24005502,"53  Prospect St. , Unit# 200",Stamford,ACTV,03/22/2024,CP,,787,787,3,1,1/0,"0 Car Garage, 0 Total Spaces, None",1939,18,Elevator,0,,288000,0,Residental,,,560,Yes,Monthly,No,Stamford,K.T. Murphy,"Library, Park, Public Rec Facilities, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,,Window Unit,"Hot Air, Radiator",Natural Gas,,"Sidewalk, Lighting",Turn of River,,,
https://smartmls-assets.cdn-connectmls.com/pics/1535E17A7A6380E4E0631401100A956C/HD_1712168667573_885_Spindle_Hill_Rd_Wolcott.JPEG,170623821,31  Woody Ln.,Westport,ACTV,02/09/2024,,2,10390,7990,17,6,7/2,"3 Car Garage, Attached Garage, Paved",2009,59,,2145500,"Private, Paved, Asphalt",5495000,39370,Res,,,,No,,No,Staples,Long Lots,"Basketball Court, Golf Course, Library, Park, Playground/Tot Lot, Public Rec Facilities, Public Transportation, Shopping/Mall",Yes,No,"Water Community, Beach Rights",,Central Air,Zoned,Natural Gas,,"Barn, French Doors, Garden Area, Gutters, Lighting, Patio, Underground Sprinkler, Underground Utilities",Bedford,"In Ground Pool, Heated, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/1040B70F47057110E063D501100AE8AB/HD_1706716435394_170574902_1.JPEG,24007772,"80  Cartright St. , Unit# 8M",Bridgeport,NEW - UA,04/07/2024,CO,,1033,1033,3,1,1/0,"0 Car Garage, 1 Total Spaces, None, Paved, Off Street Parking, Assigned Parking",1972,4,"Elevator, Security Services",46660,,155000,2027,RES,"Bath Grab Bars, Hard/Low Nap Floors",,501,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Health Club, Medical Facilities, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,Yes,River,,Window Unit,Steam,Natural Gas,Per Board of Ed,"Sidewalk, Lighting, Covered Deck",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/120BABFB2EB32B0FE0631401100A0455/HD_1708707903537_170582276_1.JPEG,170619156,114  Cart Rd.,New Haven,ACTV,03/11/2024,,0.21,1878,1878,7,3,2/0,"0 Car Garage, 3 Total Spaces, Paved",1950,48,,206010,Paved,369900,7664,RS2,,,,No,,No,Per Board of Ed,Per Board of Ed,"Bocci Court, Golf Course, Health Club, Medical Facilities, Playground/Tot Lot, Public Rec Facilities, Public Transportation",No,No,View,03/11/2024,"Ceiling Fans, Central Air",Hot Air,Oil,,"Awnings, Deck, Gutters, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0075406099184968E0631401100A0D5A/HD_1689356709761_170584525_1.JPEG,24005892,"4  Rising Trail Ct. , Unit# 4",Middletown,NEW,04/03/2024,CO,,1507,1232,6,3,1/1,"0 Car Garage, 2 Total Spaces, None, Paved, Parking Lot",1976,5,"Club House, Playground/Tot Lot, Pool",132870,,220000,3992,R-15,,,387,Yes,Monthly,No,Middletown,Per Board of Ed,"Basketball Court, Golf Course, Health Club, Park, Public Transportation, Shopping/Mall",Yes,No,,,Central Air,Baseboard,Electric,,Patio,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/0231644D937CE727E063D501100A4647/HD_1691329857060_170577077_1.JPEG,170622532,21  Robin Rd.,Colchester,ACTV,04/06/2024,,0,880,880,5,2,1/0,"0 Car Garage, 2 Total Spaces, None, Driveway",1972,13,,21000,Paved,54900,572,per town,,,450,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,Park,No,No,,04/06/2024,None,Hot Air,Oil,,Deck,,,,
