Image,MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
https://smartmls-assets.cdn-connectmls.com/pics/DD94DEC9A4EEAE7EE053D501100AE043/HD_1651003018467_170357537_1.JPEG,170593796,8  Crest Pl.,Milford,ACTV - HUB,04/02/2024,,0.13,1728,1728,6,3,2/1,"2 Car Garage, Detached Garage, Paved, Off Street Parking",1928,226,"Basketball Court, Park, Playground/Tot Lot, Private Rec Facilities",314980,"Paved, Asphalt",660000,8558,R10,,,202,Yes,Annually,No,Joseph A. Foran,Per Board of Ed,"Basketball Court, Health Club, Medical Facilities, Park, Playground/Tot Lot, Shopping/Mall, Walk to Bus Lines",No,No,"L. I. Sound Frontage, Beach, Beach Rights, Walk to Water",01/31/2024,Central Air,"Gas on Gas, Hot Air",Natural Gas,,"Deck, Gutters, Patio, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/1545C6BE1729BC95E0631401100ACCF5/HD_1712243373702_DSC07724.JPEG,170597493,175  Cherry Hill Road Lot 3,Branford,ACTV,09/12/2023,,0.5,3000,3000,8,4,3/0,"3 Car Garage, Attached Garage",2023,209,,0,Paved,1089000,0,r4,,,,No,,No,Branford,Mary T. Murphy,"Basketball Court, Golf Course, Medical Facilities, Park, Public Rec Facilities, Tennis Courts",No,No,Not Applicable,09/12/2023,Central Air,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/1535E17A7A6380E4E0631401100A956C/HD_1712175480736_1._Front.JPEG,170357537,"180  Park St. , Unit# 304",New Canaan,ACTV,12/01/2020,CO,,1236,1236,4,2,2/0,"2 Car Garage, Assigned Parking, Parking Garage, Security",2020,1224,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Private Rec Facilities, Putting Green",798490,,1555000,15123,APT,,"Programmable Thermostat, Thermopane Windows",1086,Yes,Monthly,No,New Canaan,South,"Library, Paddle Tennis, Park, Private Rec Facilities, Public Pool, Public Rec Facilities, Tennis Courts",No,No,Not Applicable,,"Central Air, Zoned","Gas on Gas, Zoned",Natural Gas,,"Balcony, French Doors, Garden Area, Grill, Lighting, Sidewalk, Terrace",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/1545C6BE1729BC95E0631401100ACCF5/HD_1712244133610_IMG_2601.JPEG,170599198,121  Pond Lily Ave.,New Haven,ACTV,03/31/2024,,0.16,2571,1661,5,3,1/0,"0 Car Garage, Driveway, Paved",1920,201,,139790,,285000,5200,RS2,,,,No,,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,03/14/2024,None,Hot Air,"Natural Gas, Oil",,Porch-Enclosed,,,,
https://smartmls-assets.cdn-connectmls.com/pics/12EEDFA4E3802630E063D501100AB63B/HD_1709666609737_54CE9F9C_46E3_403E_9221_99C0F1C855C0.JPEG,24007883,"295  Heritage Vlg. , Unit# A",Southbury,NEW,04/04/2024,CO,,1398,1398,5,2,2/0,"1 Car Garage, Detached Garage",1970,4,"Bocci Court, Pool, Tennis Courts",205630,,390000,4627,102:Condominium,,,719,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Park, Shopping/Mall",Yes,No,Not Applicable,,Central Air,Heat Pump,Electric,,,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/156C08CCFDD62562E0631401100A4C6A/HD_1712420394158_DSC05228_final.jpg_SMALL.JPEG,170587697,44  Sachem Rd.,Weston,ACTV,03/21/2024,,2.56,7791,7791,14,5,5/2,"5 Car Garage, Attached Garage",2023,221,,9999999,,4499000,999999999,2 acre,,"Energy Star Rated, Home Energy Rating, Extra Insulation, Programmable Thermostat, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Golf Course, Health Club, Library, Medical Facilities, Park, Shopping/Mall, Tennis Courts",No,No,Not Applicable,03/21/2024,"Central Air, Zoned","Hot Air, Radiant, Zoned",Propane,,"Gutters, Lighting, Covered Deck, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0C4576885B382482E063D501100A79A9/HD_1702390063967_170613375_1.JPEG,24007876,"5  Foot Cir. , Unit# 5",Wallingford,NEW,04/03/2024,CO,,2355,1713,6,3,2/2,"1 Car Garage, Attached Garage",2001,5,,203700,,425000,5977,R18,,,80,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/F90247D5DC6DEB31E0531401100A7EB4/HD_1681170607271_170560408_1.JPEG,170598363,175  Cherry Hill Road Lot 10,Branford,ACTV,09/15/2023,,0.5,3000,3000,8,4,3/0,"3 Car Garage, Attached Garage",2023,206,,0,Paved,1089000,0,r4,,,,No,,No,Branford,Mary T. Murphy,"Basketball Court, Golf Course, Medical Facilities, Park, Public Rec Facilities, Tennis Courts",No,No,Not Applicable,09/15/2023,Central Air,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/15391769C9B888E8E0631401100A5D8E/HD_1712235740283_1___2_Homestead_Lane_206.JPEG,24008100,"410  Farmington Ave. , Unit# J3",New Britain,NEW,04/04/2024,CO,,1024,1024,5,2,1/1,"1 Car Garage, 2 Total Spaces, Under House Garage, Unassigned Parking, Driveway",1986,4,,103180,,219900,3950,OP,,,275,Yes,Monthly,No,New Britain,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/154926B1C0EE2D29E0631401100AA074/HD_1712263026199_201C0BE8_68BA_43DE_A4E8_28E0DAA5DD20.JPEG,170604512,203  Lee Farm Dr.,Southbury,ACTV,10/15/2023,,0.06,968,968,4,2,1/0,"0 Car Garage, Unpaved",1929,175,,122740,,229000,2762,RES,,,0,No,,No,Pomperaug,Pomperaug,,No,Yes,Lake,12/09/2023,None,Hot Air,Oil,,,Rochambeau,,,
https://smartmls-assets.cdn-connectmls.com/pics/EADCCFC5024DE696E053D501100A13B5/HD_1665606885190_170527369_1.JPEG,24001571,"95  Middle Tpke. W., Unit# APT B4",Manchester,ACTV,03/05/2024,CO,,850,850,4,2,1/0,"1 Car Garage, Detached Garage",1939,35,,54000,,169900,2009,Residential,,,436,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,Window Unit,Hot Water,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/EADCCFC5024DE696E053D501100A13B5/HD_1665605049487_170527091_1.JPEG,170598845,33  Sentry Hill Rd.,Roxbury,ACTV,04/01/2024,,3.01,2716,2716,11,4,3/1,"2 Car Garage, Barn, Detached Garage",2002,112,,713650,,1575000,8992,C,,,,No,,No,Shepaug,Booth Free,,Yes,Yes,Brook,04/01/2024,Central Air,Hot Air,Oil,,,,"Gunite, Heated, In Ground Pool",,
https://smartmls-assets.cdn-connectmls.com/pics/1532BA89207973C4E0631401100A71AD/HD_1712163242019_IMG_7774.JPEG,24007788,"25  Grand St. , Unit# APT 127",Norwalk,NEW,04/05/2024,CO,,613,613,3,1,1/0,"0 Car Garage, 1 Total Spaces, None, Parking Lot, Off Street Parking",1903,3,,121910,,270000,3034,D,,,314.55,Yes,Monthly,No,Norwalk,Silvermine,"Commuter Bus, Library, Medical Facilities, Playground/Tot Lot, Shopping/Mall",No,No,Beach Rights,,Wall Unit,Heat Pump,Electric,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/1527629F8C4DC6BAE0631401100AA217/HD_1712142449547_01_IMG_9466.JPEG,170606645,38  Buckley Hill Rd.,Thompson,ACTV,10/25/2023,,0.6,1860,1860,8,5,1/0,"1 Car Garage, Detached Garage",1912,165,,111100,"Private, Paved",220000,2889,R40,Bath Grab Bars,,,No,,No,Per Board of Ed,Per Board of Ed,Park,No,No,Not Applicable,02/23/2024,None,Hot Air,"Oil, Wood",,Porch-Enclosed,,,,
https://smartmls-assets.cdn-connectmls.com/pics/02974C26481C4920E0631401100AF0A2/HD_1691706764564_170357554_1.JPEG,24007789,"188  Main St. , Unit# B",Manchester,NEW,04/04/2024,CO,,1700,1700,5,3,2/1,"1 Car Garage, Attached Garage",1987,4,,139900,,379900,5204,Res,,,300,Yes,Monthly,No,Manchester,Per Board of Ed,,No,No,Not Applicable,,Central Air,Baseboard,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0282DF797C572BEDE063D501100A8B6A/HD_1691617057188_170357553_1.JPEG,170606615,1136  Chase Pkwy.,Waterbury,ACTV,10/25/2023,,0.6,1060,1060,5,2,1/0,"2 Car Garage, Detached Garage",1920,167,,77560,Gravel,199900,4203,RO,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,None,Baseboard,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/F3D6A42D7DBE6781E0531401100A5358/HD_1675475596392_170357549_1.JPEG,170560408,"26  Sallys Way. , Unit# 23",Shelton,ACTV,04/08/2024,CO,,1551,1551,5,2,2/1,"1 Car Garage, Attached Garage",2023,366,,0,,519900,0,IA-2,,"Extra Insulation, Programmable Thermostat, Ridge Vents, Thermopane Windows",157,Yes,Monthly,No,Shelton,Long Hill,,No,No,Not Applicable,04/08/2024,Central Air,Gas on Gas,,,"Porch, Deck",,,,
https://smartmls-assets.cdn-connectmls.com/pics/DD94DEC9A4EEAE7EE053D501100AE043/HD_1651002979171_170357530_1.JPEG,170597719,25  Walton St.,Salisbury,ACTV,04/02/2024,,0.3,1719,1719,6,4,2/1,"0 Car Garage, Driveway",1900,206,,397400,"Private, Crushed Stone",735400,2406,r10,,"Programmable Thermostat, Thermopane Windows",,No,,No,Housatonic,Salisbury,"Lake, Library, Paddle Tennis, Playground/Tot Lot, Private School(s), Public Pool, Public Rec Facilities, Tennis Courts",No,No,"Beach Rights, Walk to Water",04/02/2024,Central Air,Hot Air,Propane,,"French Doors, Gutters, Terrace",,,,
https://smartmls-assets.cdn-connectmls.com/pics/DD94DEC9A4EEAE7EE053D501100AE043/HD_1651003011426_170357535_1.JPEG,24008109,2  homestead Ln.,Greenwich,NEW,04/04/2024,CO,,714,714,3,1,1/0,"1 Car Garage, 2 Total Spaces, Parking Garage, Parking Lot, Assigned Parking",2005,4,,203350,,399000,2366,R-PHD-SU,,,552.61,Yes,Monthly,No,Greenwich,Hamilton Avenue,,No,No,Not Applicable,,Central Air,Gas on Gas,,Per Board of Ed,,Western,,,
https://smartmls-assets.cdn-connectmls.com/pics/F951A6466E728005E0531401100AC190/HD_1681500320981_170562583_1.JPEG,170592283,6  Wedges Fld.,Weston,ACTV,10/18/2023,,4.79,10930,8930,16,6,7/1,"4 Car Garage, Attached Garage, Paved",1994,173,None,1645000,Paved,3845000,54384,R,,"Extra Insulation, Generator, Thermopane Windows",0,Yes,Other,No,Weston,Hurlbutt,"Golf Course, Library, Park, Playground/Tot Lot, Tennis Courts",Yes,Yes,"Direct Waterfront, River, Beach Rights",,"Central Air, Zoned","Hot Air, Hydro Air, Zoned",Gas In Street,Weston,"Balcony, Gutters, Lighting, Porch-Screened, Stone Wall, Tennis Court, Underground Sprinkler, Underground Utilities",Weston,"In Ground Pool, Spa, Heated, Safety Fence, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/F951FFFB14078008E053D501100A3A2E/HD_1681502755534_170562821_1.JPEG,24007933,"1  Abbott Rd. , Unit# 12",Ellington,NEW,04/05/2024,CO,,1257,798,4,1,1/1,"0 Car Garage, 2 Total Spaces, None, Paved, Parking Lot, Assigned Parking",1977,3,,78830,,199900,2704,MF,,"Storm Doors, Storm Windows, Thermopane Windows",280,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,,Wall Unit,Baseboard,Electric,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/F951A6466E728005E0531401100AC190/HD_1681501461245_170562817_1.JPEG,170602372,138  Bella Vista Dr.,Watertown,ACTV,04/02/2024,,1.62,4274,4274,8,4,4/1,"3 Car Garage, Attached Garage, Off Street Parking",2006,185,,423800,,675000,15621,R70,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,03/18/2024,Central Air,Hot Air,"Electric, Oil",,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/F951A6466E728005E0531401100AC190/HD_1681501998168_170562818_1.JPEG,170527369,"22  West Main St. , Unit# 10",Groton,ACTV,10/12/2022,CO,,1750,1750,6,2,2/1,"0 Car Garage, 2 Total Spaces, Assigned Parking, Off Street Parking",2022,544,Elevator,0,,1950000,0,MDD,"32' Minimum Door Widths, Exterior Curb Cuts, Hallways 36+ Inches Wide","Extra Insulation, Generator, Programmable Thermostat, Thermopane Windows",954,Yes,Monthly,No,Fitch Senior,Per Board of Ed,"Golf Course, Library, Medical Facilities, Paddle Tennis, Private Rec Facilities, Public Rec Facilities, Shopping/Mall, Tennis Courts",No,Yes,"Direct Waterfront, River, Dock or Mooring, View",,"Central Air, Zoned","Hydro Air, Zoned",Propane,,"Balcony, Covered Deck, Lighting, Sidewalk",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/F9526DC53992A83FE053D501100A9C3E/HD_1681504005862_170562824_1.JPEG,170607505,166  Blackville Rd.,Washington,ACTV,11/01/2023,,3.52,1424,1424,4,2,1/1,"1 Car Garage, Other",1967,158,,238720,Private,499000,3402,R-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,11/09/2023,None,None,Other,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/F951A6466E728005E0531401100AC190/HD_1681500784105_170562608_1.JPEG,170527091,"22  West Main St. , Unit# 5",Groton,ACTV,10/12/2022,CO,,1750,1750,6,2,2/1,"0 Car Garage, 2 Total Spaces, Paved, Parking Lot",2022,544,"Elevator, Guest Parking",0,,2150000,0,MDD,"32' Minimum Door Widths, Exterior Curb Cuts, Hallways 36+ Inches Wide, Ramps","Extra Insulation, Generator, Programmable Thermostat, Thermopane Windows",954,Yes,Monthly,No,Fitch Senior,Per Board of Ed,"Library, Medical Facilities, Park, Playground/Tot Lot, Private Rec Facilities, Public Rec Facilities",No,Yes,"Direct Waterfront, River, Dock or Mooring, View",,Central Air,"Hydro Air, Zoned",Propane,,"Balcony, Covered Deck, Lighting, Sidewalk",Fitch,,,
https://smartmls-assets.cdn-connectmls.com/pics/15391769C9B888E8E0631401100A5D8E/HD_1712217494751_Front_Of_17_O.JPEG,24008485,19  Crestwood Dr.,Manchester,NEW,04/06/2024,,0.17,1176,1176,5,3,1/0,"1 Car Garage, Detached Garage",1948,2,,122400,,289900,4553,RA,,,,No,,No,Manchester,Per Board of Ed,,No,No,Not Applicable,,None,Hot Water,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/ECB4B554C2C7769EE0531401100A55F5/HD_1667632077601_170533400_1.JPEG,24007833,"140  Captain Thomas Blvd. , Unit# 401",West Haven,NEW,04/03/2024,CO,,1032,1032,4,2,2/0,"0 Car Garage, 1 Total Spaces, None, Assigned Parking",1977,5,,80080,,215000,3725,SRR,,,434,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,Yes,Ocean Frontage,,Ceiling Fans,Baseboard,Electric,,Balcony,,,,
https://smartmls-assets.cdn-connectmls.com/pics/ECB4AD2927C82C96E0531401100A6772/HD_1667632248798_170533660_1.JPEG,170599395,103  Oxford Rd.,Oxford,ACTV,03/31/2024,,0.23,1984,992,5,2,1/0,"1 Car Garage, Detached Garage",1954,199,,118200,,249000,2897,COMM,,,,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Library, Medical Facilities, Shopping/Mall, Tennis Courts",No,No,,03/02/2024,None,Hot Air,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/150B13AC726CE438E063D501100A6D5A/HD_1711988556207_IMG_7407.JPEG,24007778,"100  York St. , Unit# 3C",New Haven,NEW,04/04/2024,CP,,998,998,4,2,2/0,"0 Car Garage, None",1958,5,"Elevator, Guest Parking, Pool, Security Services",0,,265000,0,RH2,,Thermopane Windows,1718,Yes,Monthly,No,James Hillhouse,Augusta Lewis Troup,"Commuter Bus, Medical Facilities, Park, Public Transportation, Shopping/Mall",Yes,No,Not Applicable,,Heat Pump,Radiator,Natural Gas,,"Balcony, Sidewalk, Awnings, Garden Area",,"Safety Fence, In Ground Pool",,
https://smartmls-assets.cdn-connectmls.com/pics/F8D1A6F3DFCF0B15E053D501100A5E31/HD_1680989834282_170560251_1.JPEG,170602667,137  Doubling Rd.,Greenwich,ACTV,10/06/2023,,5.45,9680,9680,6,7,7/3,"3 Car Garage, Attached Garage",2025,185,,1112370,,10750000,12670,RA-1,,,,No,,No,Greenwich,North Street,,Yes,No,Not Applicable,,Central Air,Hot Air,Propane,,"Covered Deck, French Doors, Porch, Terrace, Underground Sprinkler",Central,Heated,,
https://smartmls-assets.cdn-connectmls.com/pics/F8D1A6F3DFCF0B15E053D501100A5E31/HD_1680993455177_170560353_1.JPEG,170357554,"160  Park St. , Unit# 203",New Canaan,ACTV,12/01/2020,CO,,1240,1240,4,2,2/0,"2 Car Garage, Assigned Parking, Parking Garage, Security",2020,1224,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot",800380,,1405000,15159,APT,,,1089,Yes,Monthly,No,New Canaan,South,"Library, Medical Facilities, Paddle Tennis, Park, Public Pool, Public Rec Facilities, Public Transportation, Stables/Riding",No,No,Not Applicable,,"Central Air, Zoned","Gas on Gas, Zoned",Natural Gas,,"Balcony, French Doors, Gazebo, Lighting, Sidewalk, Terrace",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/F5ADE5A2B63CDB5CE053D501100A2303/HD_1677512182494_170551607_1.JPEG,170603755,18  Simmons Ln.,Greenwich,ACTV,03/14/2024,,7.05,19096,19096,20,7,8/4,"6 Car Garage, Detached Garage",1924,179,,11029130,,12995000,125622,RA-2,,,,No,,No,Greenwich,Parkway,,Yes,No,Not Applicable,03/14/2024,None,Hydro Air,"Oil, Propane",,,Central,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/FA3B20FF640D624CE053D501100A0040/HD_1682519013332_170560252_1.JPEG,170357553,"160  Park St. , Unit# 202",New Canaan,ACTV,12/01/2020,CO,,2402,2402,6,3,3/0,"2 Car Garage, Assigned Parking, Parking Garage, Security",2020,1223,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot",1538390,,2975000,29137,APT,,,2110,Yes,Monthly,No,New Canaan,South,"Library, Paddle Tennis, Park, Private Rec Facilities, Public Pool, Public Rec Facilities, Public Transportation, Tennis Courts",No,No,Not Applicable,11/29/2023,"Central Air, Zoned","Gas on Gas, Zoned",Natural Gas,,"Balcony, French Doors, Garden Area, Grill, Lighting, Sidewalk, Terrace",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/12878DA8B0F7CEA0E063D501100A66E5/HD_1709219870309_IMG_4838.JPEG,170604081,8  Kingfisher Ln.,Clinton,ACTV,10/21/2023,,0.31,3292,3017,7,3,2/1,"2 Car Garage, Attached Garage",2006,169,,492042,,1250000,14678,residential,,,500,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,10/27/2023,Central Air,Hot Air,Natural Gas,Per Board of Ed,Patio,Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/F341A36858196C9AE0531401100ACCC7/HD_1674841231706_170547164_1.JPEG,170357549,"160  Park St. , Unit# 103",New Canaan,ACTV,12/01/2020,CO,,1240,1240,4,2,2/0,"2 Car Garage, Assigned Parking, Parking Garage, Security",2020,1224,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot",800380,,1375000,15159,APT,,"Programmable Thermostat, Thermopane Windows",1089,Yes,Monthly,No,New Canaan,South,"Library, Paddle Tennis, Park, Private Rec Facilities, Public Pool, Public Rec Facilities, Public Transportation, Tennis Courts",No,No,Not Applicable,,"Central Air, Zoned","Gas on Gas, Zoned",Natural Gas,,"Balcony, French Doors, Garden Area, Grill, Lighting, Sidewalk, Terrace",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/1535E17A7A6380E4E0631401100A956C/HD_1712173708359_imagejpeg_0_9_.JPEG,170610845,98  Rill Brook Rd.,Griswold,ACTV,03/18/2024,,1.3,1152,1152,5,3,1/1,"0 Car Garage, Driveway",1938,142,,256480,Gravel,485000,6430,R60,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,Yes,Direct Waterfront,03/18/2024,None,Baseboard,Oil,,"Deck, Shed",,,,
https://smartmls-assets.cdn-connectmls.com/pics/E0913910B774EA5EE0531401100ACFB1/HD_1654286803147_170488885_1.JPEG,170357530,"180  Park St. , Unit# 204",New Canaan,ACTV,11/20/2023,CO,,1236,1236,4,2,2/0,"2 Car Garage, Assigned Parking, Parking Garage, Security",2020,1224,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot",798490,,1525000,15123,APT,,"Programmable Thermostat, Thermopane Windows",1086,Yes,Monthly,No,New Canaan,South,"Library, Paddle Tennis, Park, Private Rec Facilities, Public Pool, Public Rec Facilities, Public Transportation, Tennis Courts",No,No,Not Applicable,,"Central Air, Zoned","Gas on Gas, Zoned",Natural Gas,,"Balcony, French Doors",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/156C08CCFDD62562E0631401100A4C6A/HD_1712417489080__DSC6782.JPEG,170611180,3  Le Jardin Way.,Farmington,ACTV,11/17/2023,,0.456,3250,3250,9,5,3/0,"2 Car Garage, Attached Garage",2023,143,,0,,975000,0,Residental,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Propane,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0204C922725AEA30E063D501100A69B6/HD_1691068090862_170588308_1.JPEG,170357535,"180  Park St. , Unit# 302",New Canaan,ACTV,12/01/2020,CO,,1429,1429,5,2,2/0,"2 Car Garage, Assigned Parking, Parking Garage, Security",2020,1223,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot, Security Services",883540,,1595000,16734,APT,,Thermopane Windows,1255,Yes,Monthly,No,New Canaan,South,"Library, Paddle Tennis, Park, Private Rec Facilities, Public Pool, Public Rec Facilities, Public Transportation",No,No,Not Applicable,01/09/2024,"Central Air, Zoned",Gas on Gas,Natural Gas,,"Balcony, French Doors, Garden Area, Grill, Lighting, Sidewalk",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/029455833069A383E0631401100A714E/HD_1691684624130_170589271_1.JPEG,170612248,26  Paper Mill Rd.,Lisbon,ACTV,11/29/2023,,1.32,1056,1056,5,3,2/0,"2 Car Garage, Under House Garage",2024,131,None,41650,"Private, Asphalt",436500,976,RES,,,,No,,No,Per Board of Ed,Per Board of Ed,"Lake, Park, Public Rec Facilities, Public Transportation",No,No,"Pond, View, Walk to Water",,Central Air,Hot Air,Propane,,"Deck, Patio",,,,
https://smartmls-assets.cdn-connectmls.com/pics/026BA9AC9C575FCFE063D501100A4F4E/HD_1691522909571_170589262_1.JPEG,170562583,"0  Country Ln. , Unit# 119",Berlin,ACTV,04/14/2023,CO,,1131,1131,4,1,1/1,"2 Car Garage, Attached Garage",2023,360,,0,,359900,0,R-11,,,400,Yes,Monthly,No,Berlin,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,04/14/2023,Central Air,Hot Air,Natural Gas,,"Deck, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/FBDA7644CCF33A2CE0531401100ABDEC/P_1684288474399_170570658_1.JPEG,170612681,96  Blakeman Pl.,Stratford,ACTV,04/04/2024,,0.17,1624,1624,7,4,1/1,"2 Car Garage, Detached Garage",1940,128,,158270,,475000,6362,RS-4,"Bath Grab Bars, Lever Faucets, Multiple Entries/Exits, Raised Toilet","Active Solar, Programmable Thermostat, Storm Doors, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Library, Medical Facilities, Park, Private School(s), Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,,03/08/2024,"Ceiling Fans, Window Unit","Baseboard, Gas on Gas, Radiator",Natural Gas,Per Board of Ed,"Underground Utilities, Sidewalk, Gazebo, Deck, Gutters, Lighting, French Doors, Patio",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/15391769C9B888E8E0631401100A5D8E/HD_1712183331072_1_copy.JPEG,170562821,"0  Country Ln. , Unit# 114",Berlin,ACTV,04/14/2023,CO,,1374,1374,5,2,2/0,"1 Car Garage, Attached Garage",2023,360,,0,,389900,0,R-11,,,400,Yes,Monthly,No,Berlin,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,04/14/2023,Central Air,Hot Air,Natural Gas,,"Deck, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0162F59227AB4A31E0631401100AC79C/HD_1690380468609_170586996_1.JPEG,170611407,"16  Wheeler Brook Park. , Unit# 16",Stonington,ACTV,04/08/2024,,0.05,928,928,6,3,1/0,"0 Car Garage, None",1987,34,,32800,,84000,595,0,,"Storm Doors, Thermopane Windows",,No,,No,Stonington,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Playground/Tot Lot, Private School(s), Shopping/Mall, Tennis Courts",No,No,,04/08/2024,Window Unit,Hot Air,Kerosene,,"Shed, Deck",,,,
https://smartmls-assets.cdn-connectmls.com/pics/01530FA24C362772E0631401100A06FC/HD_1690305643417_170586351_1.JPEG,170562817,"0  Country Ln. , Unit# 124",Berlin,ACTV,04/14/2023,CO,,1208,1208,4,1,1/1,"2 Car Garage, Attached Garage",2023,360,,0,,369900,0,R-11,,,400,Yes,Monthly,No,Berlin,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,04/14/2023,Central Air,Hot Air,Natural Gas,,"Deck, Porch",,,,
https://smartmls-assets.cdn-connectmls.com/pics/1045FCD8F330D0CEE0631401100A0637/HD_1706742897619_170578230_1.JPEG,170614625,829  Goose Ln.,Guilford,ACTV,12/28/2023,,5.5,4343,4343,12,5,4/1,"2 Car Garage, Detached Garage",1810,102,,819420,"Private, Gravel",1900000,21207,R-5,,,,No,,No,Guilford,Per Board of Ed,"Basketball Court, Library, Park, Tennis Courts",Yes,Yes,River,12/18/2023,None,"Baseboard, Hot Water",Oil,,"Barn, Patio, Porch, Porch-Enclosed, Stone Wall",,"In Ground Pool, Gunite",,
https://smartmls-assets.cdn-connectmls.com/pics/1045FCD8F330D0CEE0631401100A0637/HD_1706742588197_170578231_1.JPEG,170562818,"0  Country Ln. , Unit# 125",Berlin,ACTV,04/14/2023,CO,,1798,1798,6,3,2/1,"2 Car Garage, Attached Garage",2023,360,,0,,439900,0,R-11,,,400,Yes,Monthly,No,Berlin,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,04/14/2023,Central Air,Hot Air,Natural Gas,,"Deck, Porch",,,,
