MLS#,Price,Date
24008187,91981,2018-02
24008187,91833,2018-03
24008187,83111,2018-04
24008187,81993,2018-05
24008187,77026,2018-06
24008187,72367,2018-07
24008187,74358,2018-08
24008187,71483,2018-09
24008187,71194,2018-10
24008187,81890,2018-11
24008187,87208,2018-12
24008187,89050,2019-01
24008187,88398,2019-02
24008187,90441,2019-03
24008187,86543,2019-04
24008187,88382,2019-05
24008187,91842,2019-06
24008187,89705,2019-07
24008187,90391,2019-08
24008187,90175,2019-09
24008187,91289,2019-10
24008187,94185,2019-11
24008187,92540,2019-12
24008187,92224,2020-01
24008187,91046,2020-02
24008187,86777,2020-03
24008187,85626,2020-04
24008187,83299,2020-05
24008187,86255,2020-06
24008187,84272,2020-07
24008187,86162,2020-08
24008187,87463,2020-09
24008187,96980,2020-10
24008187,110508,2020-11
24008187,113240,2020-12
24008187,112157,2021-01
24008187,107868,2021-02
24008187,109494,2021-03
24008187,113871,2021-04
24008187,113089,2021-05
24008187,128600,2021-06
24008187,127800,2021-07
24008187,128900,2021-08
24008187,130600,2021-09
24008187,130100,2021-10
24008187,129000,2021-11
24008187,127500,2021-12
24008187,125900,2022-01
24008187,132900,2022-02
24008187,142900,2022-03
24008187,141800,2022-04
24008187,143000,2022-05
24008187,144100,2022-06
24008187,145700,2022-07
24008187,143900,2022-08
24008187,146200,2022-09
24008187,147800,2022-10
24008187,146100,2022-11
24008187,147700,2022-12
24008187,148100,2023-01
24008187,150300,2023-02
24008187,154400,2023-03
24008187,159100,2023-04
24008187,159700,2023-05
24008187,162500,2023-06
24008187,171300,2023-07
24008187,165800,2023-08
24008187,167900,2023-09
24008187,169000,2023-10
24008187,164100,2023-11
24008187,157700,2023-12
24008187,156800,2024-01
24008187,156200,2024-02
24008187,163600,2024-03
24008187,163300,2024-04
24008209,67749,2014-04
24008209,66207,2014-05
24008209,66546,2014-06
24008209,65994,2014-07
24008209,65060,2014-08
24008209,65364,2014-09
24008209,64897,2014-10
24008209,66505,2014-11
24008209,91764,2014-12
24008209,103498,2015-01
24008209,116516,2015-02
24008209,119637,2015-03
24008209,84740,2015-04
24008209,109831,2015-05
24008209,129644,2015-06
24008209,114103,2015-07
24008209,120691,2015-08
24008209,118973,2015-09
24008209,114424,2015-10
24008209,116610,2015-11
24008209,148625,2015-12
24008209,93525,2016-01
24008209,90536,2016-02
24008209,104774,2016-03
24008209,88881,2016-04
24008209,91005,2016-05
24008209,90482,2016-06
24008209,75694,2016-07
24008209,77586,2016-08
24008209,85088,2016-09
24008209,89103,2016-10
24008209,89880,2016-11
24008209,90040,2016-12
24008209,137873,2017-01
24008209,133548,2017-02
24008209,138707,2017-03
24008209,135419,2017-04
24008209,157785,2017-05
24008209,139890,2017-06
24008209,137044,2017-07
24008209,194423,2017-08
24008209,190063,2017-09
24008209,132082,2017-10
24008209,200567,2017-11
24008209,170935,2017-12
24008209,146000,2018-01
24008209,149153,2018-02
24008209,161067,2018-03
24008209,149274,2018-04
24008209,209022,2018-05
24008209,174629,2018-06
24008209,148329,2018-07
24008209,211435,2018-08
24008209,182454,2018-09
24008209,161685,2018-10
24008209,184453,2018-11
24008209,168040,2018-12
24008209,164829,2019-01
24008209,181186,2019-02
24008209,182069,2019-03
24008209,202651,2019-04
24008209,198223,2019-05
24008209,181135,2019-06
24008209,172148,2019-07
24008209,196163,2019-08
24008209,183884,2019-09
24008209,165079,2019-10
24008209,163798,2019-11
24008209,209487,2019-12
24008209,202902,2020-01
24008209,208735,2020-02
24008209,217487,2020-03
24008209,249961,2020-04
24008209,204036,2020-05
24008209,204444,2020-06
24008209,196344,2020-07
24008209,194018,2020-08
24008209,242480,2020-11
24008209,205196,2021-02
24008209,240076,2021-04
24008209,225246,2021-05
24008209,231500,2021-06
24008209,229100,2021-07
24008209,260900,2021-08
24008209,239600,2021-09
24008209,249200,2021-10
24008209,211300,2021-11
24008209,228900,2021-12
24008209,204700,2022-01
24008209,226600,2022-02
24008209,238000,2022-03
24008209,248600,2022-04
24008209,235800,2022-05
24008209,272300,2022-06
24008209,233600,2022-07
24008209,231400,2022-08
24008209,232500,2022-09
24008209,227400,2022-10
24008209,224500,2022-11
24008209,238500,2022-12
24008209,261400,2023-01
24008209,236200,2023-02
24008209,248900,2023-03
24008209,242400,2023-04
24008209,324600,2023-05
24008209,160700,2023-06
24008209,163600,2023-07
24008209,175400,2023-08
24008209,174600,2023-09
24008209,173300,2023-10
24008209,180200,2023-11
24008209,174600,2023-12
24008209,166600,2024-01
24008209,166400,2024-02
24008209,168000,2024-03
24008209,114500,2024-04
24004421,68614,2014-04
24004421,62020,2014-05
24004421,64677,2014-06
24004421,64070,2014-07
24004421,58490,2014-08
24004421,57817,2014-09
24004421,57817,2014-10
24004421,57817,2014-11
24004421,58010,2014-12
24004421,62635,2015-01
24004421,62851,2015-02
24004421,64543,2015-03
24004421,64825,2015-04
24004421,62353,2015-05
24004421,63790,2015-06
24004421,65532,2015-07
24004421,61796,2015-08
24004421,59938,2015-09
24004421,60961,2015-10
24004421,65807,2015-11
24004421,64722,2015-12
24004421,63277,2016-01
24004421,63792,2016-02
24004421,64908,2016-03
24004421,60681,2016-04
24004421,61164,2016-05
24004421,59553,2016-06
24004421,58063,2016-07
24004421,58643,2016-08
24004421,58737,2016-09
24004421,59589,2016-10
24004421,62215,2016-11
24004421,62098,2016-12
24004421,61540,2017-01
24004421,61228,2017-02
24004421,62143,2017-03
24004421,62539,2017-04
24004421,62534,2017-05
24004421,62722,2017-06
24004421,60481,2017-07
24004421,58370,2017-08
24004421,59276,2017-09
24004421,56690,2017-10
24004421,56139,2017-11
24004421,58944,2017-12
24004421,60416,2018-01
24004421,60619,2018-02
24004421,57321,2018-03
24004421,56737,2018-04
24004421,55617,2018-05
24004421,58268,2018-06
24004421,59020,2018-07
24004421,58925,2018-08
24004421,59151,2018-09
24004421,59684,2018-10
24004421,59525,2018-11
24004421,59418,2018-12
24004421,59949,2019-01
24004421,59551,2019-02
24004421,60304,2019-03
24004421,59955,2019-04
24004421,59136,2019-05
24004421,59413,2019-06
24004421,63162,2019-07
24004421,64263,2019-08
24004421,64406,2019-09
24004421,64025,2019-10
24004421,59730,2019-11
24004421,61270,2019-12
24004421,61718,2020-01
24004421,63381,2020-02
24004421,64793,2020-03
24004421,69424,2020-04
24004421,71854,2020-05
24004421,79929,2020-06
24004421,80821,2020-07
24004421,78320,2020-08
24004421,68615,2020-09
24004421,72896,2020-10
24004421,74919,2020-11
24004421,92387,2020-12
24004421,98434,2021-01
24004421,99906,2021-02
24004421,99366,2021-03
24004421,101161,2021-04
24004421,102071,2021-05
24004421,95000,2021-06
24004421,95000,2021-07
24004421,92500,2021-08
24004421,95000,2021-09
24004421,95000,2021-10
24004421,94900,2021-11
24004421,92200,2021-12
24004421,103200,2022-01
24004421,105500,2022-02
24004421,114600,2022-03
24004421,116600,2022-04
24004421,117200,2022-05
24004421,117900,2022-06
24004421,119600,2022-07
24004421,117900,2022-08
24004421,118500,2022-09
24004421,118900,2022-10
24004421,117700,2022-11
24004421,117700,2022-12
24004421,119000,2023-01
24004421,120900,2023-02
24004421,123300,2023-03
24004421,125400,2023-04
24004421,127800,2023-05
24004421,124400,2023-06
24004421,129100,2023-07
24004421,129200,2023-08
24004421,129100,2023-09
24004421,136500,2023-10
24004421,137400,2023-11
24004421,138800,2023-12
24004421,140800,2024-01
24004421,137900,2024-02
24004421,174100,2024-03
24004421,157500,2024-04
24005922,239857,2014-04
24005922,244813,2014-05
24005922,245731,2014-06
24005922,247462,2014-07
24005922,247126,2014-08
24005922,246197,2014-09
24005922,244808,2014-10
24005922,243802,2014-11
24005922,244108,2014-12
24005922,241413,2015-01
24005922,240966,2015-02
24005922,247073,2015-03
24005922,255189,2015-04
24005922,248023,2015-05
24005922,249344,2015-06
24005922,246357,2015-07
24005922,244136,2015-08
24005922,247447,2015-09
24005922,244983,2015-10
24005922,243369,2015-11
24005922,250675,2015-12
24005922,251680,2016-01
24005922,252839,2016-02
24005922,254386,2016-03
24005922,253561,2016-04
24005922,258987,2016-05
24005922,258332,2016-06
24005922,251584,2016-07
24005922,249658,2016-08
24005922,247657,2016-09
24005922,251021,2016-10
24005922,250266,2016-11
24005922,254017,2016-12
24005922,257227,2017-01
24005922,253909,2017-02
24005922,261045,2017-03
24005922,259204,2017-04
24005922,265565,2017-05
24005922,262281,2017-06
24005922,250108,2017-07
24005922,246924,2017-08
24005922,246031,2017-09
24005922,243806,2017-10
24005922,246877,2017-11
24005922,247002,2017-12
24005922,246813,2018-01
24005922,246979,2018-02
24005922,246166,2018-03
24005922,246433,2018-04
24005922,245915,2018-05
24005922,258838,2018-06
24005922,253916,2018-07
24005922,255318,2018-08
24005922,256857,2018-09
24005922,254928,2018-10
24005922,257037,2018-11
24005922,259707,2018-12
24005922,252225,2019-01
24005922,250061,2019-02
24005922,248376,2019-03
24005922,251189,2019-04
24005922,257329,2019-05
24005922,248625,2019-06
24005922,245167,2019-07
24005922,248749,2019-08
24005922,248088,2019-09
24005922,246841,2019-10
24005922,246177,2019-11
24005922,243853,2019-12
24005922,242942,2020-01
24005922,243085,2020-02
24005922,243359,2020-03
24005922,243833,2020-04
24005922,243795,2020-05
24005922,244535,2020-06
24005922,244300,2020-07
24005922,247838,2020-08
24005922,253335,2020-09
24005922,261385,2020-10
24005922,266349,2020-11
24005922,267982,2020-12
24005922,267213,2021-01
24005922,271488,2021-02
24005922,279115,2021-03
24005922,290864,2021-04
24005922,295276,2021-05
24005922,295600,2021-06
24005922,295100,2021-07
24005922,289000,2021-08
24005922,292000,2021-09
24005922,291400,2021-10
24005922,289100,2021-11
24005922,291100,2021-12
24005922,294300,2022-01
24005922,301700,2022-02
24005922,318200,2022-03
24005922,319100,2022-04
24005922,325100,2022-05
24005922,325400,2022-06
24005922,328400,2022-07
24005922,322600,2022-08
24005922,321700,2022-09
24005922,323600,2022-10
24005922,323700,2022-11
24005922,322900,2022-12
24005922,322600,2023-01
24005922,327300,2023-02
24005922,336700,2023-03
24005922,344900,2023-04
24005922,351600,2023-05
24005922,369200,2023-06
24005922,373500,2023-07
24005922,357700,2023-08
24005922,358900,2023-09
24005922,361700,2023-10
24005922,368700,2023-11
24005922,367900,2023-12
24005922,371000,2024-01
24005922,371400,2024-02
24005922,385500,2024-03
24005922,407800,2024-04
24004825,135120,2014-04
24004825,130602,2014-05
24004825,138841,2014-06
24004825,132019,2014-07
24004825,126668,2014-08
24004825,128798,2014-09
24004825,133263,2014-10
24004825,130964,2014-11
24004825,127889,2014-12
24004825,132538,2015-01
24004825,134371,2015-02
24004825,138174,2015-03
24004825,129734,2015-04
24004825,135553,2015-05
24004825,133699,2015-06
24004825,133423,2015-07
24004825,137534,2015-08
24004825,132820,2015-09
24004825,130903,2015-10
24004825,133600,2015-11
24004825,133534,2015-12
24004825,132451,2016-01
24004825,128637,2016-02
24004825,125989,2016-03
24004825,129578,2016-04
24004825,129595,2016-05
24004825,128538,2016-06
24004825,127347,2016-07
24004825,121247,2016-08
24004825,122115,2016-09
24004825,114828,2016-10
24004825,113069,2016-11
24004825,116178,2016-12
24004825,116478,2017-01
24004825,112580,2017-02
24004825,111523,2017-03
24004825,109757,2017-04
24004825,109400,2017-05
24004825,111277,2017-06
24004825,107050,2017-07
24004825,106915,2017-08
24004825,111072,2017-09
24004825,123915,2017-10
24004825,126502,2017-11
24004825,127183,2017-12
24004825,129351,2018-01
24004825,129883,2018-02
24004825,131850,2018-03
24004825,134551,2018-04
24004825,135886,2018-05
24004825,136028,2018-06
24004825,136251,2018-07
24004825,137573,2018-08
24004825,136331,2018-09
24004825,136476,2018-10
24004825,135652,2018-11
24004825,137552,2018-12
24004825,135682,2019-01
24004825,136304,2019-02
24004825,137986,2019-03
24004825,136499,2019-04
24004825,137046,2019-05
24004825,140410,2019-06
24004825,140323,2019-07
24004825,141733,2019-08
24004825,139653,2019-09
24004825,138870,2019-10
24004825,138733,2019-11
24004825,140698,2019-12
24004825,140872,2020-01
24004825,140186,2020-02
24004825,140440,2020-03
24004825,142033,2020-04
24004825,142563,2020-05
24004825,143000,2020-06
24004825,144461,2020-07
24004825,147542,2020-08
24004825,147044,2020-09
24004825,149604,2020-10
24004825,151493,2020-11
24004825,148694,2020-12
24004825,147227,2021-01
24004825,147885,2021-02
24004825,157416,2021-03
24004825,162500,2021-04
24004825,164955,2021-05
24004825,169200,2021-06
24004825,169200,2021-07
24004825,167900,2021-08
24004825,167800,2021-09
24004825,167800,2021-10
24004825,169400,2021-11
24004825,169700,2021-12
24004825,168800,2022-01
24004825,172000,2022-02
24004825,177900,2022-03
24004825,181200,2022-04
24004825,183700,2022-05
24004825,185700,2022-06
24004825,186900,2022-07
24004825,184700,2022-08
24004825,184800,2022-09
24004825,186400,2022-10
24004825,185400,2022-11
24004825,186000,2022-12
24004825,186900,2023-01
24004825,188900,2023-02
24004825,192600,2023-03
24004825,198700,2023-04
24004825,202500,2023-05
24004825,208500,2023-06
24004825,208300,2023-07
24004825,209800,2023-08
24004825,211300,2023-09
24004825,212500,2023-10
24004825,215000,2023-11
24004825,230000,2023-12
24004825,226600,2024-01
24004825,229900,2024-02
24004825,235100,2024-03
24004825,210400,2024-04
24007991,289830,2016-01
24007991,230633,2016-02
24007991,228638,2016-03
24007991,216175,2016-04
24007991,227596,2016-05
24007991,168023,2016-06
24007991,167364,2016-07
24007991,165895,2016-08
24007991,163446,2016-09
24007991,161981,2016-10
24007991,166223,2016-11
24007991,168263,2016-12
24007991,169472,2017-01
24007991,165634,2017-02
24007991,169018,2017-03
24007991,169746,2017-04
24007991,171328,2017-05
24007991,170170,2017-06
24007991,170753,2017-07
24007991,172304,2017-08
24007991,170126,2017-09
24007991,172377,2017-10
24007991,173827,2017-11
24007991,171355,2017-12
24007991,170518,2018-01
24007991,173518,2018-02
24007991,172575,2018-03
24007991,173233,2018-04
24007991,169781,2018-05
24007991,173474,2018-06
24007991,174264,2018-07
24007991,173431,2018-08
24007991,173622,2018-09
24007991,173613,2018-10
24007991,172069,2018-11
24007991,175220,2018-12
24007991,171226,2019-01
24007991,172617,2019-02
24007991,173999,2019-03
24007991,175260,2019-04
24007991,177154,2019-05
24007991,175090,2019-06
24007991,193863,2019-07
24007991,216364,2019-08
24007991,229346,2019-09
24007991,225615,2019-10
24007991,223812,2019-11
24007991,225215,2019-12
24007991,221795,2020-01
24007991,219495,2020-02
24007991,210266,2020-03
24007991,210443,2020-04
24007991,215472,2020-05
24007991,219971,2020-06
24007991,224917,2020-07
24007991,226640,2020-08
24007991,230854,2020-09
24007991,232887,2020-10
24007991,257959,2020-11
24007991,258845,2020-12
24007991,254930,2021-01
24007991,233165,2021-02
24007991,234708,2021-03
24007991,235256,2021-04
24007991,245116,2021-05
24007991,250400,2021-06
24007991,250900,2021-07
24007991,248300,2021-08
24007991,246700,2021-09
24007991,248600,2021-10
24007991,245700,2021-11
24007991,247000,2021-12
24007991,249900,2022-01
24007991,255800,2022-02
24007991,265100,2022-03
24007991,269800,2022-04
24007991,271500,2022-05
24007991,272400,2022-06
24007991,275800,2022-07
24007991,272500,2022-08
24007991,271600,2022-09
24007991,272000,2022-10
24007991,269600,2022-11
24007991,267100,2022-12
24007991,267800,2023-01
24007991,271500,2023-02
24007991,281800,2023-03
24007991,289400,2023-04
24007991,297300,2023-05
24007991,301800,2023-06
24007991,298600,2023-07
24007991,300000,2023-08
24007991,298600,2023-09
24007991,297200,2023-10
24007991,303400,2023-11
24007991,293000,2023-12
24007991,297200,2024-01
24007991,295900,2024-02
24007991,308700,2024-03
24007991,354500,2024-04
24001466,255624,2014-04
24001466,254234,2014-05
24001466,252513,2014-06
24001466,254196,2014-07
24001466,253587,2014-08
24001466,252828,2014-09
24001466,253458,2014-10
24001466,246518,2014-11
24001466,247150,2014-12
24001466,249933,2015-01
24001466,262427,2015-02
24001466,280955,2015-03
24001466,297538,2015-04
24001466,309047,2015-05
24001466,310653,2015-06
24001466,292109,2015-07
24001466,283539,2015-08
24001466,287778,2015-09
24001466,292787,2015-10
24001466,292839,2015-11
24001466,298547,2015-12
24001466,304683,2016-01
24001466,314955,2016-02
24001466,315822,2016-03
24001466,320599,2016-04
24001466,317694,2016-05
24001466,318814,2016-06
24001466,318525,2016-07
24001466,311741,2016-08
24001466,312915,2016-09
24001466,305050,2016-10
24001466,297109,2016-11
24001466,296404,2016-12
24001466,290468,2017-01
24001466,283495,2017-02
24001466,270465,2017-03
24001466,270140,2017-04
24001466,297201,2017-05
24001466,311165,2017-06
24001466,295265,2017-07
24001466,302522,2017-08
24001466,296665,2017-09
24001466,302682,2017-10
24001466,300328,2017-11
24001466,300351,2017-12
24001466,298564,2018-01
24001466,296410,2018-02
24001466,292448,2018-03
24001466,297511,2018-04
24001466,300697,2018-05
24001466,300470,2018-06
24001466,313261,2018-07
24001466,302807,2018-08
24001466,303340,2018-09
24001466,306740,2018-10
24001466,308063,2018-11
24001466,310805,2018-12
24001466,302182,2019-01
24001466,296667,2019-02
24001466,294562,2019-03
24001466,296956,2019-04
24001466,300063,2019-05
24001466,309009,2019-06
24001466,311963,2019-07
24001466,303478,2019-08
24001466,315288,2019-09
24001466,309127,2019-10
24001466,309941,2019-11
24001466,299395,2019-12
24001466,301085,2020-01
24001466,299975,2020-02
24001466,301989,2020-03
24001466,303146,2020-04
24001466,300632,2020-05
24001466,300112,2020-06
24001466,291834,2020-07
24001466,290658,2020-08
24001466,304266,2020-09
24001466,310441,2020-10
24001466,312406,2020-11
24001466,320471,2020-12
24001466,326057,2021-01
24001466,333084,2021-02
24001466,345737,2021-03
24001466,355021,2021-04
24001466,360879,2021-05
24001466,351900,2021-06
24001466,348000,2021-07
24001466,348700,2021-08
24001466,345900,2021-09
24001466,346500,2021-10
24001466,347500,2021-11
24001466,346300,2021-12
24001466,343900,2022-01
24001466,354600,2022-02
24001466,361200,2022-03
24001466,364800,2022-04
24001466,374300,2022-05
24001466,378800,2022-06
24001466,371500,2022-07
24001466,365100,2022-08
24001466,362200,2022-09
24001466,369700,2022-10
24001466,367900,2022-11
24001466,362500,2022-12
24001466,361200,2023-01
24001466,365000,2023-02
24001466,377100,2023-03
24001466,385300,2023-04
24001466,393600,2023-05
24001466,393200,2023-06
24001466,406200,2023-07
24001466,400300,2023-08
24001466,402800,2023-09
24001466,402900,2023-10
24001466,438700,2023-11
24001466,421500,2023-12
24001466,424100,2024-01
24001466,439900,2024-02
24001466,516100,2024-03
24001466,456700,2024-04
24006062,439195,2020-10
24006062,1439454,2020-11
24006062,1419221,2020-12
24006062,1409722,2021-01
24006062,1408452,2021-02
24006062,1408107,2021-03
24006062,1399613,2021-04
24006062,481302,2021-05
24006062,998700,2021-06
24006062,983400,2021-07
24006062,1032500,2021-08
24006062,1071600,2021-09
24006062,1032500,2021-10
24006062,1028400,2021-11
24006062,960400,2021-12
24006062,1107400,2022-01
24006062,1155100,2022-02
24006062,1268400,2022-03
24006062,1292500,2022-04
24006062,1268500,2022-05
24006062,1279100,2022-06
24006062,1749000,2022-07
24006062,1683100,2022-08
24006062,1680000,2022-09
24006062,1728600,2022-10
24006062,1186300,2022-11
24006062,1090600,2022-12
24006062,1133400,2023-01
24006062,1069900,2023-02
24006062,1155600,2023-03
24006062,1302200,2023-04
24006062,1280700,2023-05
24006062,1327000,2023-06
24006062,1339800,2023-07
24006062,1366900,2023-08
24006062,1316700,2023-09
24006062,1432500,2023-10
24006062,1465100,2023-11
24006062,1309200,2023-12
24006062,1138400,2024-01
24006062,1133200,2024-02
24006062,1105200,2024-03
24006062,1101500,2024-04
24006176,157282,2014-04
24006176,158288,2014-05
24006176,162568,2014-06
24006176,161565,2014-07
24006176,157980,2014-08
24006176,159225,2014-09
24006176,164824,2014-10
24006176,158756,2014-11
24006176,151789,2014-12
24006176,153689,2015-01
24006176,153982,2015-02
24006176,157064,2015-03
24006176,160321,2015-04
24006176,160754,2015-05
24006176,159343,2015-06
24006176,161944,2015-07
24006176,162617,2015-08
24006176,160806,2015-09
24006176,160193,2015-10
24006176,160925,2015-11
24006176,160914,2015-12
24006176,159872,2016-01
24006176,159710,2016-02
24006176,159636,2016-03
24006176,160654,2016-04
24006176,162147,2016-05
24006176,164049,2016-06
24006176,159583,2016-07
24006176,159123,2016-08
24006176,156576,2016-09
24006176,151805,2016-10
24006176,153191,2016-11
24006176,157229,2016-12
24006176,159978,2017-01
24006176,165374,2017-02
24006176,164945,2017-03
24006176,161377,2017-04
24006176,160926,2017-05
24006176,162782,2017-06
24006176,160876,2017-07
24006176,157903,2017-08
24006176,156002,2017-09
24006176,154060,2017-10
24006176,153601,2017-11
24006176,153521,2017-12
24006176,154679,2018-01
24006176,149222,2018-02
24006176,150560,2018-03
24006176,146139,2018-04
24006176,143459,2018-05
24006176,146881,2018-06
24006176,151953,2018-07
24006176,154668,2018-08
24006176,157953,2018-09
24006176,157106,2018-10
24006176,155993,2018-11
24006176,157139,2018-12
24006176,154865,2019-01
24006176,155917,2019-02
24006176,157638,2019-03
24006176,160309,2019-04
24006176,159208,2019-05
24006176,156418,2019-06
24006176,156153,2019-07
24006176,160045,2019-08
24006176,160031,2019-09
24006176,158210,2019-10
24006176,159087,2019-11
24006176,158336,2019-12
24006176,157684,2020-01
24006176,157345,2020-02
24006176,160525,2020-03
24006176,162909,2020-04
24006176,162911,2020-05
24006176,166234,2020-06
24006176,167086,2020-07
24006176,172304,2020-08
24006176,175313,2020-09
24006176,177685,2020-10
24006176,178087,2020-11
24006176,179750,2020-12
24006176,182770,2021-01
24006176,183889,2021-02
24006176,188437,2021-03
24006176,182354,2021-04
24006176,185648,2021-05
24006176,190300,2021-06
24006176,193500,2021-07
24006176,194900,2021-08
24006176,194000,2021-09
24006176,195700,2021-10
24006176,195600,2021-11
24006176,197600,2021-12
24006176,201600,2022-01
24006176,204600,2022-02
24006176,208200,2022-03
24006176,210400,2022-04
24006176,212100,2022-05
24006176,214000,2022-06
24006176,215100,2022-07
24006176,216000,2022-08
24006176,215200,2022-09
24006176,220000,2022-10
24006176,222700,2022-11
24006176,230200,2022-12
24006176,228800,2023-01
24006176,229300,2023-02
24006176,233100,2023-03
24006176,239000,2023-04
24006176,244300,2023-05
24006176,250100,2023-06
24006176,255200,2023-07
24006176,251100,2023-08
24006176,252300,2023-09
24006176,252800,2023-10
24006176,249900,2023-11
24006176,253900,2023-12
24006176,252200,2024-01
24006176,255500,2024-02
24006176,263200,2024-03
24006176,290500,2024-04
24002022,240200,2022-10
24002022,227700,2022-11
24002022,225300,2022-12
24002022,231800,2023-01
24002022,229600,2023-02
24002022,247400,2023-03
24002022,258000,2023-04
24002022,261700,2023-05
24002022,206000,2023-06
24002022,222200,2023-07
24002022,220600,2023-08
24002022,224000,2023-09
24002022,217900,2023-10
24002022,246400,2023-11
24002022,253600,2023-12
24002022,252500,2024-01
24002022,251100,2024-02
24002022,308700,2024-03
24002022,307200,2024-04
24001492,589229,2016-01
24001492,590189,2016-02
24001492,595253,2016-03
24001492,596157,2016-04
24001492,595712,2016-05
24001492,549690,2016-06
24001492,545817,2016-07
24001492,539877,2016-08
24001492,532074,2016-09
24001492,529274,2016-10
24001492,542797,2016-11
24001492,549642,2016-12
24001492,553580,2017-01
24001492,541660,2017-02
24001492,552360,2017-03
24001492,554769,2017-04
24001492,560074,2017-05
24001492,556389,2017-06
24001492,557632,2017-07
24001492,562717,2017-08
24001492,556017,2017-09
24001492,562992,2017-10
24001492,568031,2017-11
24001492,559656,2017-12
24001492,556737,2018-01
24001492,567001,2018-02
24001492,564269,2018-03
24001492,566378,2018-04
24001492,554701,2018-05
24001492,566114,2018-06
24001492,569187,2018-07
24001492,567097,2018-08
24001492,567877,2018-09
24001492,567251,2018-10
24001492,562642,2018-11
24001492,572354,2018-12
24001492,559078,2019-01
24001492,564178,2019-02
24001492,570331,2019-03
24001492,573196,2019-04
24001492,579075,2019-05
24001492,557541,2019-06
24001492,544617,2019-07
24001492,541020,2019-08
24001492,540529,2019-09
24001492,539685,2019-10
24001492,540580,2019-11
24001492,536476,2019-12
24001492,532228,2020-01
24001492,526125,2020-02
24001492,525727,2020-03
24001492,527350,2020-04
24001492,524990,2020-05
24001492,529052,2020-06
24001492,535178,2020-07
24001492,538808,2020-08
24001492,555386,2020-09
24001492,570781,2020-10
24001492,570248,2020-11
24001492,570649,2020-12
24001492,576476,2021-01
24001492,587464,2021-02
24001492,588977,2021-03
24001492,597948,2021-04
24001492,617080,2021-05
24001492,613200,2021-06
24001492,609100,2021-07
24001492,602000,2021-08
24001492,597200,2021-09
24001492,601200,2021-10
24001492,599000,2021-11
24001492,605300,2021-12
24001492,618800,2022-01
24001492,632800,2022-02
24001492,643100,2022-03
24001492,655800,2022-04
24001492,660700,2022-05
24001492,661800,2022-06
24001492,662900,2022-07
24001492,654100,2022-08
24001492,650900,2022-09
24001492,647200,2022-10
24001492,644400,2022-11
24001492,638000,2022-12
24001492,638600,2023-01
24001492,646000,2023-02
24001492,661700,2023-03
24001492,675800,2023-04
24001492,685000,2023-05
24001492,697400,2023-06
24001492,684900,2023-07
24001492,692600,2023-08
24001492,678900,2023-09
24001492,686700,2023-10
24001492,718300,2023-11
24001492,693400,2023-12
24001492,691600,2024-01
24001492,698400,2024-02
24001492,720400,2024-03
24001492,682100,2024-04
24008606,322036,2014-04
24008606,310322,2014-05
24008606,305859,2014-06
24008606,312881,2014-07
24008606,308823,2014-08
24008606,307289,2014-09
24008606,312343,2014-10
24008606,318659,2014-11
24008606,285048,2014-12
24008606,267055,2015-01
24008606,265823,2015-02
24008606,268170,2015-03
24008606,266534,2015-04
24008606,265040,2015-05
24008606,262803,2015-06
24008606,264980,2015-07
24008606,264736,2015-08
24008606,260408,2015-09
24008606,251527,2015-10
24008606,248029,2015-11
24008606,254426,2015-12
24008606,264739,2016-01
24008606,271826,2016-02
24008606,279237,2016-03
24008606,277298,2016-04
24008606,285941,2016-05
24008606,282688,2016-06
24008606,282756,2016-07
24008606,277821,2016-08
24008606,277062,2016-09
24008606,280826,2016-10
24008606,281806,2016-11
24008606,280954,2016-12
24008606,282580,2017-01
24008606,281764,2017-02
24008606,284349,2017-03
24008606,275049,2017-04
24008606,273502,2017-05
24008606,269104,2017-06
24008606,268121,2017-07
24008606,267522,2017-08
24008606,267104,2017-09
24008606,269981,2017-10
24008606,266627,2017-11
24008606,272175,2017-12
24008606,270706,2018-01
24008606,269974,2018-02
24008606,264693,2018-03
24008606,267777,2018-04
24008606,267571,2018-05
24008606,278401,2018-06
24008606,282363,2018-07
24008606,282943,2018-08
24008606,281196,2018-09
24008606,283672,2018-10
24008606,278611,2018-11
24008606,282111,2018-12
24008606,275211,2019-01
24008606,280673,2019-02
24008606,283730,2019-03
24008606,279680,2019-04
24008606,282896,2019-05
24008606,274485,2019-06
24008606,273570,2019-07
24008606,280165,2019-08
24008606,285649,2019-09
24008606,304049,2019-10
24008606,313489,2019-11
24008606,310545,2019-12
24008606,309400,2020-01
24008606,303350,2020-02
24008606,297049,2020-03
24008606,302091,2020-04
24008606,301900,2020-05
24008606,299557,2020-06
24008606,289234,2020-07
24008606,280381,2020-08
24008606,281093,2020-09
24008606,289007,2020-10
24008606,298533,2020-11
24008606,299793,2020-12
24008606,297911,2021-01
24008606,292517,2021-02
24008606,292985,2021-03
24008606,302111,2021-04
24008606,306449,2021-05
24008606,314800,2021-06
24008606,316600,2021-07
24008606,315100,2021-08
24008606,312500,2021-09
24008606,311700,2021-10
24008606,309600,2021-11
24008606,312600,2021-12
24008606,314400,2022-01
24008606,315600,2022-02
24008606,339200,2022-03
24008606,344400,2022-04
24008606,346700,2022-05
24008606,352500,2022-06
24008606,352600,2022-07
24008606,345200,2022-08
24008606,344900,2022-09
24008606,347000,2022-10
24008606,346200,2022-11
