MLS#,Price,Date
170357537,1533915,2021-03
170357537,1539371,2021-04
170357537,1539410,2021-05
170357537,1539800,2021-06
170357537,1535500,2021-07
170357537,1531400,2021-08
170357537,1540000,2021-09
170357537,1518200,2021-10
170357537,1531600,2021-11
170357537,1568000,2023-02
170357537,1565400,2023-03
170357537,1547300,2023-09
170357537,1546800,2023-10
170357537,1543200,2023-11
170357537,1535600,2023-12
170357537,1524600,2024-01
170357537,1517300,2024-02
170357537,1520000,2024-03
170357537,1513900,2024-04
24007883,132588,2014-04
24007883,136265,2014-05
24007883,139103,2014-06
24007883,142170,2014-07
24007883,129610,2014-08
24007883,137005,2014-09
24007883,146466,2014-10
24007883,149465,2014-11
24007883,152692,2014-12
24007883,150620,2015-01
24007883,151379,2015-02
24007883,156415,2015-03
24007883,155502,2015-04
24007883,156137,2015-05
24007883,152767,2015-06
24007883,148875,2015-07
24007883,151036,2015-08
24007883,154474,2015-09
24007883,152583,2015-10
24007883,158656,2015-11
24007883,168313,2015-12
24007883,159017,2016-01
24007883,168777,2016-02
24007883,160806,2016-03
24007883,159463,2016-04
24007883,153221,2016-05
24007883,164776,2016-06
24007883,160996,2016-07
24007883,164095,2016-08
24007883,163976,2016-09
24007883,172664,2016-10
24007883,154607,2016-11
24007883,148176,2016-12
24007883,165681,2017-01
24007883,170408,2017-02
24007883,166050,2017-03
24007883,157100,2017-04
24007883,146282,2017-05
24007883,142860,2017-06
24007883,154134,2017-07
24007883,150644,2017-08
24007883,144230,2017-09
24007883,143201,2017-10
24007883,142561,2017-11
24007883,146463,2017-12
24007883,149749,2018-01
24007883,150309,2018-02
24007883,144692,2018-03
24007883,146156,2018-04
24007883,154952,2018-05
24007883,165483,2018-06
24007883,169958,2018-07
24007883,168324,2018-08
24007883,171886,2018-09
24007883,173934,2018-10
24007883,170579,2018-11
24007883,168231,2018-12
24007883,167313,2019-01
24007883,169337,2019-02
24007883,171498,2019-03
24007883,166558,2019-04
24007883,166142,2019-05
24007883,176450,2019-06
24007883,175382,2019-07
24007883,186610,2019-08
24007883,184127,2019-09
24007883,179538,2019-10
24007883,169485,2019-11
24007883,180177,2019-12
24007883,180775,2020-01
24007883,179890,2020-02
24007883,175752,2020-03
24007883,172298,2020-04
24007883,170520,2020-05
24007883,179444,2020-06
24007883,179480,2020-07
24007883,186050,2020-08
24007883,189706,2020-09
24007883,190737,2020-10
24007883,202027,2020-11
24007883,199580,2020-12
24007883,197039,2021-01
24007883,199801,2021-02
24007883,212470,2021-03
24007883,216251,2021-04
24007883,218208,2021-05
24007883,219100,2021-06
24007883,220200,2021-07
24007883,221900,2021-08
24007883,226600,2021-09
24007883,227400,2021-10
24007883,231500,2021-11
24007883,232900,2021-12
24007883,233500,2022-01
24007883,238500,2022-02
24007883,261600,2022-03
24007883,267200,2022-04
24007883,272100,2022-05
24007883,275100,2022-06
24007883,276200,2022-07
24007883,271300,2022-08
24007883,272500,2022-09
24007883,273900,2022-10
24007883,272300,2022-11
24007883,270200,2022-12
24007883,270100,2023-01
24007883,270300,2023-02
24007883,270800,2023-03
24007883,278300,2023-04
24007883,286700,2023-05
24007883,289400,2023-06
24007883,297000,2023-07
24007883,292600,2023-08
24007883,299500,2023-09
24007883,294700,2023-10
24007883,286300,2023-11
24007883,314500,2023-12
24007883,308600,2024-01
24007883,315200,2024-02
24007883,323100,2024-03
24007883,399800,2024-04
24007876,458400,2023-05
24007876,367800,2023-06
24007876,374800,2023-07
24007876,375400,2023-08
24007876,378100,2023-09
24007876,391100,2023-10
24007876,389700,2023-11
24007876,394800,2023-12
24007876,395500,2024-01
24007876,399600,2024-02
24007876,407300,2024-03
24007876,455700,2024-04
24001571,40269,2014-04
24001571,39950,2014-05
24001571,39694,2014-06
24001571,40001,2014-07
24001571,39831,2014-08
24001571,39480,2014-09
24001571,39766,2014-10
24001571,38601,2014-11
24001571,38688,2014-12
24001571,39592,2015-01
24001571,39792,2015-02
24001571,39629,2015-03
24001571,40147,2015-04
24001571,40603,2015-05
24001571,40824,2015-06
24001571,40504,2015-07
24001571,40225,2015-08
24001571,40252,2015-09
24001571,40177,2015-10
24001571,40251,2015-11
24001571,40575,2015-12
24001571,39400,2016-01
24001571,39896,2016-02
24001571,40486,2016-03
24001571,40015,2016-04
24001571,40521,2016-05
24001571,45985,2016-06
24001571,53475,2016-07
24001571,61469,2016-08
24001571,62415,2016-09
24001571,62050,2016-10
24001571,59211,2016-11
24001571,56173,2016-12
24001571,53746,2017-01
24001571,51217,2017-02
24001571,54354,2017-03
24001571,54918,2017-04
24001571,54757,2017-05
24001571,54178,2017-06
24001571,63115,2017-07
24001571,58561,2017-08
24001571,58833,2017-09
24001571,58167,2017-10
24001571,61952,2017-11
24001571,69050,2017-12
24001571,60363,2018-01
24001571,60219,2018-02
24001571,68101,2018-03
24001571,70725,2018-04
24001571,71280,2018-05
24001571,73421,2018-06
24001571,72138,2018-07
24001571,70451,2018-08
24001571,70837,2018-09
24001571,71985,2018-10
24001571,74044,2018-11
24001571,59833,2018-12
24001571,55975,2019-01
24001571,58601,2019-02
24001571,59505,2019-03
24001571,56142,2019-04
24001571,73297,2019-05
24001571,76751,2019-06
24001571,67224,2019-07
24001571,63946,2019-08
24001571,59388,2019-09
24001571,58270,2019-10
24001571,65855,2019-11
24001571,67463,2019-12
24001571,66732,2020-01
24001571,65818,2020-02
24001571,64992,2020-03
24001571,67286,2020-04
24001571,64906,2020-05
24001571,64131,2020-06
24001571,63022,2020-07
24001571,63890,2020-08
24001571,70375,2020-09
24001571,74964,2020-10
24001571,77953,2020-11
24001571,78657,2020-12
24001571,79684,2021-01
24001571,81044,2021-02
24001571,80359,2021-03
24001571,72500,2021-04
24001571,72500,2021-05
24001571,76700,2021-06
24001571,82300,2021-07
24001571,83300,2021-08
24001571,84500,2021-09
24001571,84800,2021-10
24001571,84900,2021-11
24001571,85700,2021-12
24001571,87200,2022-01
24001571,87800,2022-02
24001571,88300,2022-03
24001571,89900,2022-04
24001571,92800,2022-05
24001571,93900,2022-06
24001571,93400,2022-07
24001571,93100,2022-08
24001571,91900,2022-09
24001571,93000,2022-10
24001571,93800,2022-11
24001571,94200,2022-12
24001571,118800,2023-01
24001571,106600,2023-03
24001571,114200,2023-04
24001571,117400,2023-05
24001571,107500,2023-06
24001571,108200,2023-07
24001571,107800,2023-08
24001571,137500,2023-09
24001571,143700,2023-10
24001571,144800,2023-11
24001571,145900,2023-12
24001571,147100,2024-01
24001571,148700,2024-02
24001571,182600,2024-03
24001571,180800,2024-04
24007788,142009,2014-04
24007788,141864,2014-05
24007788,138032,2014-06
24007788,133931,2014-07
24007788,134269,2014-08
24007788,133589,2014-09
24007788,137326,2014-10
24007788,137616,2014-11
24007788,139451,2014-12
24007788,137646,2015-01
24007788,140237,2015-02
24007788,142023,2015-03
24007788,136606,2015-04
24007788,134649,2015-05
24007788,142953,2015-06
24007788,149911,2015-07
24007788,137607,2015-08
24007788,138361,2015-09
24007788,137435,2015-10
24007788,154941,2015-11
24007788,155021,2015-12
24007788,147746,2016-01
24007788,146730,2016-02
24007788,150846,2016-03
24007788,150143,2016-04
24007788,150589,2016-05
24007788,150203,2016-06
24007788,149605,2016-07
24007788,154835,2016-08
24007788,156703,2016-09
24007788,163707,2016-10
24007788,174900,2016-11
24007788,167130,2016-12
24007788,170713,2017-01
24007788,164747,2017-02
24007788,162609,2017-03
24007788,166398,2017-04
24007788,178576,2017-05
24007788,166897,2017-06
24007788,172507,2017-07
24007788,183777,2017-08
24007788,188504,2017-09
24007788,179270,2017-10
24007788,178557,2017-11
24007788,179119,2017-12
24007788,172807,2018-01
24007788,173500,2018-02
24007788,173129,2018-03
24007788,167979,2018-04
24007788,164017,2018-05
24007788,166386,2018-06
24007788,167609,2018-07
24007788,167316,2018-08
24007788,170877,2018-09
24007788,170505,2018-10
24007788,169953,2018-11
24007788,175966,2018-12
24007788,179883,2019-01
24007788,182613,2019-02
24007788,190838,2019-03
24007788,196471,2019-04
24007788,194555,2019-05
24007788,193191,2019-06
24007788,191617,2019-07
24007788,192562,2019-08
24007788,190127,2019-09
24007788,184098,2019-10
24007788,185526,2019-11
24007788,185234,2019-12
24007788,199668,2020-09
24007788,196444,2020-10
24007788,193266,2020-11
24007788,193299,2020-12
24007788,194345,2021-01
24007788,195130,2021-02
24007788,201380,2021-03
24007788,215220,2021-04
24007788,227400,2022-08
24007788,225200,2022-09
24007788,227500,2022-10
24007788,227000,2022-11
24007788,224500,2022-12
24007788,224900,2023-01
24007788,227700,2023-02
24007788,234900,2023-03
24007788,239700,2023-04
24007788,246000,2023-05
24007788,256700,2023-06
24007788,255800,2023-07
24007788,257800,2023-08
24007788,253100,2023-09
24007788,256500,2023-10
24007788,263900,2023-11
24007788,259800,2023-12
24007788,254200,2024-01
24007788,254100,2024-02
24007788,259600,2024-03
24007788,283200,2024-04
24007933,116137,2014-04
24007933,116506,2014-05
24007933,116019,2014-06
24007933,115111,2014-07
24007933,114460,2014-08
24007933,114324,2014-09
24007933,115719,2014-10
24007933,114672,2014-11
24007933,116243,2014-12
24007933,114640,2015-01
24007933,113583,2015-02
24007933,113943,2015-03
24007933,113986,2015-04
24007933,113157,2015-05
24007933,112640,2015-06
24007933,112776,2015-07
24007933,112553,2015-08
24007933,112406,2015-09
24007933,107243,2015-10
24007933,109333,2015-11
24007933,109162,2015-12
24007933,109209,2016-01
24007933,108679,2016-02
24007933,111974,2016-03
24007933,109752,2016-04
24007933,107952,2016-05
24007933,106200,2016-06
24007933,104580,2016-07
24007933,102547,2016-08
24007933,101943,2016-09
24007933,102695,2016-10
24007933,106670,2016-11
24007933,102946,2016-12
24007933,98634,2017-01
24007933,101815,2017-02
24007933,111510,2017-03
24007933,113253,2017-04
24007933,113195,2017-05
24007933,113171,2017-06
24007933,113284,2017-07
24007933,113630,2017-08
24007933,113739,2017-09
24007933,114439,2017-10
24007933,115082,2017-11
24007933,115327,2017-12
24007933,115664,2018-01
24007933,114884,2018-02
24007933,115683,2018-03
24007933,115110,2018-04
24007933,108835,2018-05
24007933,114305,2018-06
24007933,111333,2018-07
24007933,106824,2018-08
24007933,109106,2018-09
24007933,99329,2018-10
24007933,97495,2018-11
24007933,96089,2018-12
24007933,95817,2019-01
24007933,96047,2019-02
24007933,96229,2019-03
24007933,96335,2019-04
24007933,108287,2019-05
24007933,112788,2019-06
24007933,113301,2019-07
24007933,113033,2019-08
24007933,112819,2019-09
24007933,112823,2019-10
24007933,109435,2019-11
24007933,109701,2019-12
24007933,109907,2020-01
24007933,109739,2020-02
24007933,110961,2020-03
24007933,110545,2020-04
24007933,110364,2020-05
24007933,109989,2020-06
24007933,113340,2020-07
24007933,113922,2020-08
24007933,114500,2020-09
24007933,115116,2020-10
24007933,115650,2020-11
24007933,117109,2020-12
24007933,119326,2021-01
24007933,122679,2021-02
24007933,123833,2021-03
24007933,127638,2021-04
24007933,131326,2021-05
24007933,130600,2021-06
24007933,130500,2021-07
24007933,131200,2021-08
24007933,129700,2021-09
24007933,128600,2021-10
24007933,130600,2021-11
24007933,129700,2021-12
24007933,131800,2022-01
24007933,133600,2022-02
24007933,142500,2022-03
24007933,142800,2022-04
24007933,145300,2022-05
24007933,148100,2022-06
24007933,147000,2022-07
24007933,145300,2022-08
24007933,145600,2022-09
24007933,149300,2022-10
24007933,149200,2022-11
24007933,148600,2022-12
24007933,149200,2023-01
24007933,152000,2023-02
24007933,157500,2023-03
24007933,162800,2023-04
24007933,166300,2023-05
24007933,172000,2023-06
24007933,174500,2023-07
24007933,171300,2023-08
24007933,173600,2023-09
24007933,174000,2023-10
24007933,173500,2023-11
24007933,174700,2023-12
24007933,174200,2024-01
24007933,176900,2024-02
24007933,180100,2024-03
24007933,206900,2024-04
170527369,1874500,2023-05
170527369,1911300,2023-06
170527369,1899200,2023-07
170527369,1878300,2023-08
170527369,1943700,2023-09
170527369,1919400,2023-10
170527369,1917600,2023-11
170527369,1913800,2023-12
170527369,1896700,2024-01
170527369,1944300,2024-02
170527369,1934600,2024-03
170527369,1927000,2024-04
24007833,165162,2014-04
24007833,170438,2014-05
24007833,164800,2014-06
24007833,164429,2014-07
24007833,166164,2014-08
24007833,165606,2014-09
24007833,163692,2014-10
24007833,161893,2014-11
24007833,158542,2014-12
24007833,157290,2015-01
24007833,160458,2015-02
24007833,161869,2015-03
24007833,164767,2015-04
24007833,164334,2015-05
24007833,159123,2015-06
24007833,157563,2015-07
24007833,165091,2015-08
24007833,166981,2015-09
24007833,161872,2015-10
24007833,169630,2015-11
24007833,165034,2015-12
24007833,165864,2016-01
24007833,166998,2016-02
24007833,164867,2016-03
24007833,167403,2016-04
24007833,167611,2016-05
24007833,178100,2016-06
24007833,142840,2016-07
24007833,135574,2016-08
24007833,126396,2016-09
24007833,133058,2016-10
24007833,134236,2016-11
24007833,133290,2016-12
24007833,138050,2017-01
24007833,139344,2017-02
24007833,134205,2017-03
24007833,133513,2017-04
24007833,142197,2017-05
24007833,145900,2017-06
24007833,146202,2017-07
24007833,144909,2017-08
24007833,146757,2017-09
24007833,148436,2017-10
24007833,151504,2017-11
24007833,149990,2017-12
24007833,155220,2018-01
24007833,159776,2018-02
24007833,159030,2018-03
24007833,158878,2018-04
24007833,154653,2018-05
24007833,150153,2018-06
24007833,149410,2018-07
24007833,151675,2018-08
24007833,149595,2018-09
24007833,153272,2018-10
24007833,150654,2018-11
24007833,155128,2018-12
24007833,151245,2019-01
24007833,156987,2019-02
24007833,157865,2019-03
24007833,156711,2019-04
24007833,155981,2019-05
24007833,157565,2019-06
24007833,160635,2019-07
24007833,162665,2019-08
24007833,158356,2019-09
24007833,161961,2019-10
24007833,170149,2019-11
24007833,161386,2019-12
24007833,162685,2020-01
24007833,162329,2020-02
24007833,162663,2020-03
24007833,164300,2020-04
24007833,162876,2020-05
24007833,161882,2020-06
24007833,147407,2020-07
24007833,142472,2020-08
24007833,150534,2020-09
24007833,155857,2020-10
24007833,157571,2020-11
24007833,156872,2020-12
24007833,157758,2021-01
24007833,156900,2021-02
24007833,164210,2021-03
24007833,165663,2021-04
24007833,168910,2021-05
24007833,208100,2021-06
24007833,208400,2021-07
24007833,207300,2021-08
24007833,206800,2021-09
24007833,207400,2021-10
24007833,209400,2021-11
24007833,210400,2021-12
24007833,208400,2022-01
24007833,215900,2022-02
24007833,214500,2022-03
24007833,209000,2022-04
24007833,207900,2022-05
24007833,211500,2022-06
24007833,211200,2022-07
24007833,209200,2022-08
24007833,211200,2022-09
24007833,212800,2022-10
24007833,211100,2022-11
24007833,210400,2022-12
24007833,212200,2023-01
24007833,215500,2023-02
24007833,219500,2023-03
24007833,226700,2023-04
24007833,234200,2023-05
24007833,251600,2023-06
24007833,252900,2023-07
24007833,243700,2023-08
24007833,246900,2023-09
24007833,248300,2023-10
24007833,256800,2023-11
24007833,255600,2023-12
24007833,254100,2024-01
24007833,252800,2024-02
24007833,252500,2024-03
24007833,222700,2024-04
24007778,171846,2014-04
24007778,210012,2014-05
24007778,172047,2014-06
24007778,161677,2014-07
24007778,163204,2014-08
24007778,201275,2014-09
24007778,162881,2014-10
24007778,167804,2014-11
24007778,194497,2014-12
24007778,215858,2015-01
24007778,135487,2015-02
24007778,152239,2015-03
24007778,163569,2015-04
24007778,160871,2015-05
24007778,158738,2015-06
24007778,151284,2015-07
24007778,215424,2015-08
24007778,175304,2015-09
24007778,196246,2015-10
24007778,180387,2015-11
24007778,186328,2015-12
24007778,119497,2016-01
24007778,122463,2016-02
24007778,121677,2016-03
24007778,108235,2016-04
24007778,110337,2016-05
24007778,109937,2016-06
24007778,95407,2016-07
24007778,94871,2016-08
24007778,95000,2016-09
24007778,94885,2016-10
24007778,94885,2016-11
24007778,95212,2016-12
24007778,162108,2017-01
24007778,154618,2017-02
24007778,127488,2017-03
24007778,169758,2017-04
24007778,133535,2017-05
24007778,161070,2017-06
24007778,220218,2017-07
24007778,66583,2017-08
24007778,65294,2017-09
24007778,67781,2017-10
24007778,74867,2017-11
24007778,65147,2017-12
24007778,66850,2018-01
24007778,66529,2018-02
24007778,66850,2018-03
24007778,67104,2018-04
24007778,63296,2018-05
24007778,62841,2018-06
24007778,61719,2018-07
24007778,62081,2018-08
24007778,61438,2018-09
24007778,63253,2018-10
24007778,62328,2018-11
24007778,62328,2018-12
24007778,61950,2019-01
24007778,61362,2019-02
24007778,153759,2019-03
24007778,175551,2019-04
24007778,170717,2019-05
24007778,165220,2019-06
24007778,204531,2019-07
24007778,180788,2019-08
24007778,144357,2019-09
24007778,166900,2019-10
24007778,194583,2019-11
24007778,152195,2019-12
24007778,195500,2020-01
24007778,155085,2020-02
24007778,234652,2020-03
24007778,182167,2020-04
24007778,203847,2020-05
24007778,231313,2020-06
24007778,199574,2020-07
24007778,187732,2020-08
24007778,208187,2020-11
24007778,197378,2020-12
24007778,177070,2021-01
24007778,227853,2021-02
24007778,282164,2021-03
24007778,219099,2021-04
24007778,244219,2021-05
24007778,271900,2021-06
24007778,273700,2021-07
24007778,255900,2021-08
24007778,270500,2021-09
24007778,258100,2021-10
24007778,257000,2021-11
24007778,236300,2021-12
24007778,244900,2022-01
24007778,262800,2022-02
24007778,272700,2022-03
24007778,253300,2022-04
24007778,273500,2022-05
24007778,275700,2022-06
24007778,262000,2022-07
24007778,236700,2022-08
24007778,251400,2022-09
24007778,261300,2022-10
24007778,248900,2022-11
24007778,253900,2022-12
24007778,239800,2023-01
24007778,247100,2023-02
24007778,220500,2023-03
24007778,240300,2023-04
24007778,245400,2023-05
24007778,174200,2023-06
24007778,191900,2023-07
24007778,189700,2023-08
24007778,191800,2023-09
24007778,193000,2023-10
24007778,207100,2023-11
24007778,191200,2023-12
24007778,145400,2024-01
24007778,147800,2024-02
24007778,112400,2024-03
24007778,290000,2024-04
170357554,1389193,2020-12
170357554,1391292,2021-01
170357554,1386190,2021-03
170357554,1390879,2021-04
170357554,1390741,2021-05
170357554,1390900,2021-06
170357554,1388700,2021-07
170357554,1384000,2021-08
170357554,1391400,2021-09
170357554,1371700,2021-10
170357554,1383900,2021-11
170357554,1416200,2023-02
170357554,1414400,2023-03
170357554,1398400,2023-09
170357554,1399800,2023-10
170357554,1396500,2023-11
170357554,1391500,2023-12
170357554,1383200,2024-01
170357554,1377000,2024-02
170357554,1380700,2024-03
170357554,1372000,2024-04
170357549,1360008,2020-12
170357549,1361585,2021-01
170357549,1354166,2021-02
170357549,1357131,2021-03
170357549,1361180,2021-04
170357549,1360897,2021-05
170357549,1361200,2021-06
170357549,1357800,2021-07
170357549,1354400,2021-08
170357549,1361700,2021-09
170357549,1342500,2021-10
170357549,1354300,2021-11
170357549,1389200,2023-02
170357549,1386000,2023-03
170357549,1368600,2023-09
170357549,1370000,2023-10
170357549,1366800,2023-11
170357549,1361900,2023-12
170357549,1353900,2024-01
170357549,1347900,2024-02
170357549,1351500,2024-03
170357549,1342900,2024-04
24008097,200001,2021-01
24008097,299100,2023-04
24008097,316400,2023-05
24008097,324500,2023-06
24008097,322300,2023-07
24008097,334000,2023-08
24008097,319300,2023-09
24008097,326200,2023-10
24008097,344100,2023-11
24008097,331000,2023-12
24008097,329800,2024-01
24008097,335100,2024-02
24008097,342500,2024-03
24008097,361600,2024-04
24000510,150728,2014-04
24000510,148910,2014-05
24000510,151318,2014-06
24000510,145295,2014-07
24000510,144845,2014-08
24000510,144490,2014-09
24000510,143222,2014-10
24000510,108902,2014-11
24000510,109449,2014-12
24000510,106350,2015-01
24000510,105165,2015-02
24000510,103675,2015-03
24000510,102319,2015-04
24000510,109878,2015-05
24000510,113941,2015-06
24000510,111472,2015-07
24000510,110314,2015-08
24000510,111154,2015-09
24000510,105441,2015-10
24000510,100611,2015-11
24000510,107094,2015-12
24000510,114102,2016-01
24000510,118967,2016-02
24000510,113448,2016-03
24000510,104109,2016-04
24000510,118405,2016-05
24000510,107997,2016-06
24000510,113561,2016-07
24000510,106257,2016-08
24000510,112977,2016-09
24000510,106666,2016-10
24000510,101063,2016-11
24000510,99908,2016-12
24000510,104803,2017-01
24000510,114199,2017-02
24000510,113260,2017-03
24000510,121375,2017-04
24000510,120032,2017-05
24000510,120558,2017-06
24000510,132955,2017-07
24000510,124592,2017-08
24000510,120078,2017-09
24000510,117829,2017-10
24000510,121887,2017-11
24000510,120085,2017-12
24000510,121450,2018-01
24000510,130949,2018-02
24000510,135166,2018-03
24000510,136015,2018-04
24000510,133941,2018-05
24000510,132288,2018-06
24000510,133381,2018-07
24000510,137727,2018-08
24000510,135860,2018-09
24000510,140297,2018-10
24000510,139103,2018-11
24000510,136903,2018-12
24000510,137464,2019-01
24000510,143380,2019-02
24000510,148608,2019-03
24000510,149627,2019-04
24000510,152058,2019-05
24000510,146727,2019-06
24000510,125638,2019-07
24000510,114925,2019-08
24000510,118370,2019-09
24000510,116668,2019-10
24000510,119649,2019-11
24000510,117555,2019-12
24000510,114100,2020-01
24000510,112504,2020-02
24000510,113097,2020-03
24000510,113657,2020-04
24000510,117195,2020-05
24000510,119421,2020-06
24000510,118588,2020-07
24000510,116743,2020-08
24000510,116170,2020-09
24000510,121888,2020-10
24000510,122169,2020-11
24000510,126589,2020-12
24000510,129880,2021-01
24000510,133143,2021-02
24000510,135727,2021-03
24000510,143250,2021-04
24000510,147486,2021-05
24000510,161500,2021-06
24000510,169100,2021-07
24000510,173200,2021-08
24000510,173600,2021-09
24000510,174200,2021-10
24000510,177600,2021-11
24000510,176500,2021-12
24000510,179600,2022-01
24000510,182600,2022-02
24000510,183400,2022-03
24000510,187300,2022-04
24000510,190100,2022-05
24000510,192900,2022-06
24000510,193200,2022-07
24000510,191500,2022-08
24000510,193200,2022-09
24000510,195500,2022-10
24000510,193500,2022-11
24000510,192500,2022-12
24000510,189900,2023-01
24000510,190700,2023-02
24000510,193300,2023-03
24000510,197400,2023-04
24000510,200500,2023-05
24000510,220900,2023-06
24000510,218300,2023-07
24000510,218500,2023-08
24000510,221700,2023-09
24000510,220700,2023-10
24000510,220500,2023-11
24000510,216000,2023-12
24000510,210700,2024-01
24000510,215400,2024-02
24000510,161200,2024-03
24000510,160400,2024-04
170488885,1634802,2016-01
170488885,1642397,2016-02
170488885,1668266,2016-03
170488885,1647927,2016-04
170488885,1656655,2016-05
170488885,1648480,2016-06
170488885,1619249,2016-07
170488885,1597680,2016-08
170488885,1582296,2016-09
170488885,1584144,2016-10
170488885,1623808,2016-11
170488885,1641408,2016-12
170488885,1655144,2017-01
170488885,1613781,2017-02
170488885,1656833,2017-03
170488885,1661861,2017-04
170488885,1677354,2017-05
170488885,1653119,2017-06
170488885,1670184,2017-07
170488885,1686628,2017-08
170488885,1667283,2017-09
170488885,1687167,2017-10
170488885,1703038,2017-11
170488885,1675946,2017-12
170488885,1670097,2018-01
170488885,1698284,2018-02
170488885,1690046,2018-03
170488885,1697094,2018-04
170488885,1663484,2018-05
170488885,1697632,2018-06
170488885,1650599,2018-07
170488885,1511892,2018-08
170488885,1299946,2018-09
170488885,1198064,2018-10
170488885,1482683,2018-11
170488885,1493328,2018-12
170488885,1434628,2019-01
170488885,1421899,2019-02
170488885,1377272,2019-03
170488885,1351948,2019-04
170488885,1348185,2019-05
170488885,1337435,2019-06
170488885,1346965,2019-07
170488885,1356928,2019-08
170488885,1315165,2019-09
170488885,1320176,2019-10
170488885,1326899,2019-11
170488885,1329754,2019-12
170488885,1329006,2020-01
170488885,1336180,2020-02
170488885,1331546,2020-03
170488885,1334765,2020-04
170488885,1332622,2020-05
170488885,1334048,2020-06
170488885,1310264,2020-07
170488885,1343639,2020-08
170488885,1383368,2020-09
170488885,1446553,2020-10
170488885,1481946,2020-11
170488885,1548464,2020-12
170488885,1629444,2021-01
170488885,1656327,2021-02
170488885,1692105,2021-03
170488885,1763415,2021-04
170488885,1742578,2021-05
170488885,1525900,2021-06
170488885,1421300,2021-07
170488885,1395400,2021-08
170488885,1402600,2021-09
170488885,1403400,2021-10
170488885,1378700,2021-11
170488885,1379300,2021-12
170488885,1381200,2022-01
170488885,1379200,2022-02
170488885,1451900,2022-03
170488885,775000,2022-04
170488885,875000,2022-05
170488885,725600,2022-06
170488885,692800,2022-07
170488885,829000,2022-08
170488885,2495000,2022-09
170488885,990000,2022-10
170488885,990000,2022-11
170488885,990000,2022-12
170488885,992100,2023-01
170488885,1421200,2023-02
170488885,1460700,2023-03
170488885,1458200,2023-04
170488885,1437100,2023-05
170488885,825200,2023-06
170488885,827600,2023-07
170488885,831400,2023-08
170488885,836800,2023-09
170488885,1615900,2023-10
170488885,1586700,2024-01
170488885,1569900,2024-02
170488885,1592000,2024-03
170488885,1594600,2024-04
24007862,193123,2014-04
24007862,226413,2014-05
24007862,202468,2014-06
24007862,132994,2014-07
24007862,134664,2014-08
24007862,133070,2014-09
24007862,133070,2014-10
24007862,132015,2014-11
24007862,220883,2014-12
24007862,239727,2015-01
24007862,166792,2015-02
24007862,210101,2015-03
24007862,209490,2015-04
24007862,193793,2015-05
24007862,211605,2015-06
24007862,205542,2015-07
24007862,224982,2015-08
24007862,204995,2015-09
24007862,212457,2015-10
24007862,194122,2015-11
24007862,204400,2015-12
24007862,137523,2016-01
24007862,137461,2016-02
24007862,134943,2016-03
24007862,143875,2016-04
24007862,154391,2016-05
24007862,153644,2016-06
24007862,128015,2016-07
24007862,129827,2016-08
24007862,180703,2016-09
24007862,138797,2016-10
24007862,213585,2016-11
24007862,139831,2016-12
24007862,168530,2017-01
24007862,154972,2017-02
24007862,138399,2017-03
24007862,176821,2017-04
24007862,159972,2017-05
24007862,174692,2017-06
24007862,220890,2017-07
24007862,194311,2017-08
24007862,155136,2017-09
24007862,156246,2017-10
24007862,185021,2017-11
24007862,188809,2017-12
24007862,195534,2018-01
24007862,196389,2018-02
24007862,182968,2018-03
24007862,207258,2018-04
24007862,206096,2018-05
24007862,210367,2018-06
24007862,250834,2018-07
24007862,193412,2018-08
24007862,205787,2018-09
24007862,233960,2018-10
24007862,222941,2018-11
24007862,240118,2018-12
24007862,166978,2019-01
24007862,177575,2019-02
24007862,177500,2019-03
24007862,184790,2019-04
24007862,182287,2019-05
24007862,203088,2019-06
24007862,216390,2019-07
24007862,201641,2019-08
24007862,188642,2019-09
24007862,196761,2019-10
24007862,211957,2019-11
24007862,174396,2019-12
24007862,215213,2020-01
24007862,182821,2020-02
24007862,251515,2020-03
24007862,189087,2020-04
24007862,241336,2020-05
24007862,255259,2020-06
24007862,211786,2020-07
24007862,213759,2020-08
24007862,259900,2020-09
24007862,257475,2020-10
24007862,231320,2020-11
24007862,224631,2020-12
24007862,233262,2021-01
24007862,261631,2021-02
24007862,296684,2021-03
24007862,258173,2021-04
24007862,278129,2021-05
24007862,271400,2021-06
24007862,278200,2021-07
24007862,284100,2021-08
24007862,287500,2021-09
24007862,276900,2021-10
24007862,290000,2021-11
24007862,277700,2021-12
24007862,269600,2022-01
24007862,285900,2022-02
24007862,300200,2022-03
24007862,303700,2022-04
24007862,315300,2022-05
24007862,316100,2022-06
24007862,308500,2022-07
24007862,280900,2022-08
24007862,298400,2022-09
24007862,286400,2022-10
24007862,285200,2022-11
24007862,311100,2022-12
24007862,277800,2023-01
24007862,286700,2023-02
24007862,276800,2023-03
24007862,292800,2023-04
24007862,290900,2023-05
24007862,308500,2023-06
24007862,302800,2023-07
24007862,283100,2023-08
24007862,308900,2023-09
24007862,298400,2023-10
24007862,265300,2023-11
24007862,269900,2023-12
24007862,251400,2024-01
24007862,256300,2024-02
24007862,257700,2024-03
24007862,298700,2024-04
170588308,305055,2016-01
170588308,308319,2016-02
170588308,309036,2016-03
170588308,307477,2016-04
170588308,303850,2016-05
170588308,305503,2016-06
170588308,295207,2016-07
170588308,299224,2016-08
170588308,295158,2016-09
170588308,289040,2016-10
170588308,295434,2016-11
170588308,286641,2016-12
